country,province,district,response,vaccine.type,roundNumber,numbercluster,round_start_date,start_date,end_date,male_sampled,female_sampled,total_sampled,male_vaccinated,female_vaccinated,total_vaccinated,total_missed,status,performance,r_non_compliance,r_house_not_visited,r_childabsent,r_Child_was_asleep,r_Child_is_a_visitor,r_Vaccinated_but_not_FM,other_r,percent_care_giver_informed_sia,abs_reason_market,abs_reason_travelled,abs_reason_farm,abs_reason_other,abs_reason_school,abs_reason_in_playground,nc_reason_no_care_giver_consent,nc_reason_religious_cultural,nc_reason_vaccines_safety,nc_reason_others,nc_reason_too_many_rnd,nc_reason_no_felt_need,nc_reason_covid_19,prct_r_non_compliance,prct_r_house_not_visited,prct_r_childabsent,prct_r_Child_was_asleep,prct_r_Child_is_a_visitor,prct_r_Vaccinated_but_not_FM,prct_other_r,proportion_missed_child
TOGO,MARITIME,GOLFE,GOLFE,nOPV2,Rnd2,16,2020-11-28T00:00:00Z,2020-12-02,2020-12-03,17,23,40,15,19,34,26,Fail,very poor,3,3,0,0,0,0,20,0,0,0,0,0,0,0,1,0,0,0,0,1,1,11.54,11.54,0,0,0,0,76.92,0.65
TOGO,MARITIME,LACS,GOLFE,nOPV2,Rnd1,21,2020-09-25T00:00:00Z,2020-09-29,2020-10-01,30,30,60,23,20,43,17,Fail,poor,9,2,2,0,0,2,2,0,1,0,1,0,0,0,9,0,0,0,0,0,0,52.94,11.76,11.76,0,0,11.76,11.76,0.28
TOGO,MARITIME,LACS,GOLFE,nOPV2,Rnd2,21,2020-11-28T00:00:00Z,2020-12-02,2020-12-03,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,MARITIME,LACS,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd1,21,2026-03-12T00:00:00Z,2026-03-16,2026-03-17,40,20,60,40,19,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
TOGO,MARITIME,LACS,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd2,21,2026-04-16T00:00:00Z,2026-04-20,2026-04-21,30,30,60,30,29,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
TOGO,MARITIME,LACS,nOPV2022,nOPV2,Rnd1,21,2022-08-16T00:00:00Z,2022-08-20,2022-08-21,31,29,60,28,26,54,6,Fail,moderate,3,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,50,0,0,0,0,50,0,0.1
TOGO,MARITIME,LACS,nOPV2022,nOPV2,Rnd2,21,2022-10-16T00:00:00Z,2022-10-20,2022-10-21,29,31,60,29,30,59,1,Pass,high,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0.02
TOGO,MARITIME,VO,GOLFE,nOPV2,Rnd1,21,2020-09-25T00:00:00Z,2020-09-29,2020-10-01,29,31,60,25,30,55,5,Fail,moderate,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,40,60,0,0,0,0,0,0.08
TOGO,MARITIME,VO,GOLFE,nOPV2,Rnd2,21,2020-11-28T00:00:00Z,2020-12-02,2020-12-03,24,36,60,24,35,59,1,Pass,high,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0.02
TOGO,MARITIME,VO,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd1,18,2026-03-12T00:00:00Z,2026-03-16,2026-03-17,39,21,60,38,19,57,3,Pass,high,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,33.33,33.33,33.33,0,0,0,0,0.05
TOGO,MARITIME,VO,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd2,24,2026-04-16T00:00:00Z,2026-04-20,2026-04-21,25,35,60,25,34,59,1,Pass,high,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0.02
TOGO,MARITIME,VO,nOPV2022,nOPV2,Rnd1,21,2022-08-16T00:00:00Z,2022-08-20,2022-08-22,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,MARITIME,VO,nOPV2022,nOPV2,Rnd2,21,2022-10-16T00:00:00Z,2022-10-20,2022-10-21,35,25,60,35,25,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,MARITIME,YOTO,GOLFE,nOPV2,Rnd1,21,2020-09-25T00:00:00Z,2020-09-29,2020-10-01,32,28,60,28,27,55,5,Fail,moderate,2,0,3,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,40,0,60,0,0,0,0,0.08
TOGO,MARITIME,YOTO,GOLFE,nOPV2,Rnd2,21,2020-11-28T00:00:00Z,2020-12-02,2020-12-03,37,23,60,35,23,58,2,Pass,high,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
TOGO,MARITIME,YOTO,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd1,21,2026-03-12T00:00:00Z,2026-03-16,2026-03-17,30,30,60,28,28,56,4,Fail,moderate,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,25,0,25,0,25,0.07
TOGO,MARITIME,YOTO,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd2,21,2026-04-16T00:00:00Z,2026-04-20,2026-04-21,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,MARITIME,YOTO,nOPV2022,nOPV2,Rnd1,21,2022-08-16T00:00:00Z,2022-08-20,2022-08-22,31,29,60,26,25,51,9,Fail,poor,1,4,4,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,11.11,44.44,44.44,0,0,0,0,0.15
TOGO,MARITIME,YOTO,nOPV2022,nOPV2,Rnd2,18,2022-10-16T00:00:00Z,2022-10-20,2022-10-21,24,36,60,24,33,57,3,Pass,high,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,66.67,33.33,0,0,0,0,0.05
TOGO,MARITIME,ZIO,GOLFE,nOPV2,Rnd1,21,2020-09-25T00:00:00Z,2020-09-29,2020-09-30,32,28,60,30,25,55,5,Fail,moderate,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,40,40,20,0,0,0,0,0.08
TOGO,MARITIME,ZIO,GOLFE,nOPV2,Rnd2,21,2020-11-29T00:00:00Z,2020-12-03,2020-12-03,36,24,60,36,24,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,MARITIME,ZIO,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd1,21,2026-03-12T00:00:00Z,2026-03-16,2026-03-17,36,24,60,34,23,57,3,Pass,high,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,66.67,0.05
TOGO,MARITIME,ZIO,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd2,21,2026-04-16T00:00:00Z,2026-04-20,2026-04-21,39,21,60,39,20,59,1,Pass,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
TOGO,MARITIME,ZIO,nOPV2022,nOPV2,Rnd1,21,2022-08-16T00:00:00Z,2022-08-20,2022-08-21,32,28,60,31,27,58,2,Pass,high,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
TOGO,MARITIME,ZIO,nOPV2022,nOPV2,Rnd2,21,2022-10-16T00:00:00Z,2022-10-20,2022-10-22,30,30,60,24,25,49,11,Fail,poor,0,4,7,0,0,0,0,0,2,0,2,2,0,1,0,0,0,0,0,0,0,0,36.36,63.64,0,0,0,0,0.18
TOGO,PLATEAUX,AGOU,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd1,21,2026-03-12T00:00:00Z,2026-03-16,2026-03-17,24,36,60,24,36,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,PLATEAUX,AGOU,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd2,21,2026-04-16T00:00:00Z,2026-04-20,2026-04-21,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,PLATEAUX,AGOU,nOPV2022,nOPV2,Rnd1,21,2022-08-16T00:00:00Z,2022-08-20,2022-08-22,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,PLATEAUX,AGOU,nOPV2022,nOPV2,Rnd2,21,2022-10-14T00:00:00Z,2022-10-18,2022-10-20,32,28,60,30,27,57,3,Pass,high,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,33.33,66.67,0,0,0,0,0.05
TOGO,PLATEAUX,AKEBOU,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd1,12,2026-03-12T00:00:00Z,2026-03-16,2026-03-17,28,32,60,25,31,56,4,Fail,moderate,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,75,0.07
TOGO,PLATEAUX,AKEBOU,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd2,21,2026-04-16T00:00:00Z,2026-04-20,2026-04-21,30,30,60,29,30,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
TOGO,PLATEAUX,AKEBOU,nOPV2022,nOPV2,Rnd1,21,2022-08-16T00:00:00Z,2022-08-20,2022-08-22,30,30,60,30,29,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
TOGO,PLATEAUX,AKEBOU,nOPV2022,nOPV2,Rnd2,21,2022-10-14T00:00:00Z,2022-10-18,2022-10-20,25,35,60,25,34,59,1,Pass,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
TOGO,PLATEAUX,AMOU,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd1,21,2026-03-12T00:00:00Z,2026-03-16,2026-03-17,29,31,60,28,30,58,2,Pass,high,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.03
TOGO,PLATEAUX,AMOU,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd2,21,2026-04-16T00:00:00Z,2026-04-20,2026-04-21,27,33,60,26,32,58,2,Pass,high,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
TOGO,PLATEAUX,AMOU,nOPV2022,nOPV2,Rnd1,21,2022-08-16T00:00:00Z,2022-08-20,2022-08-22,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,PLATEAUX,AMOU,nOPV2022,nOPV2,Rnd2,21,2022-10-14T00:00:00Z,2022-10-18,2022-10-20,35,25,60,32,25,57,3,Pass,high,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,66.67,0,0.05
TOGO,PLATEAUX,ANIE,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd1,21,2026-03-12T00:00:00Z,2026-03-16,2026-03-17,35,25,60,35,25,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,PLATEAUX,ANIE,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd2,11,2026-04-16T00:00:00Z,2026-04-20,2026-04-21,35,25,60,35,25,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,PLATEAUX,ANIE,nOPV2022,nOPV2,Rnd1,12,2022-08-16T00:00:00Z,2022-08-20,2022-08-22,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,PLATEAUX,ANIE,nOPV2022,nOPV2,Rnd2,12,2022-10-14T00:00:00Z,2022-10-18,2022-10-20,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,PLATEAUX,DANYI,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd1,21,2026-03-12T00:00:00Z,2026-03-16,2026-03-17,23,37,60,23,35,58,2,Pass,high,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
TOGO,PLATEAUX,DANYI,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd2,21,2026-04-16T00:00:00Z,2026-04-20,2026-04-21,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,PLATEAUX,DANYI,nOPV2022,nOPV2,Rnd1,21,2022-08-16T00:00:00Z,2022-08-20,2022-08-22,29,31,60,28,31,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
TOGO,PLATEAUX,DANYI,nOPV2022,nOPV2,Rnd2,21,2022-10-14T00:00:00Z,2022-10-18,2022-10-20,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,PLATEAUX,EST MONO,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd1,21,2026-03-12T00:00:00Z,2026-03-16,2026-03-17,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,PLATEAUX,EST MONO,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd2,21,2026-04-16T00:00:00Z,2026-04-20,2026-04-21,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,PLATEAUX,EST MONO,nOPV2022,nOPV2,Rnd1,21,2022-08-16T00:00:00Z,2022-08-20,2022-08-22,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,PLATEAUX,EST MONO,nOPV2022,nOPV2,Rnd2,21,2022-10-14T00:00:00Z,2022-10-18,2022-10-20,31,29,60,30,29,59,1,Pass,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
TOGO,PLATEAUX,HAHO,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd1,21,2026-03-12T00:00:00Z,2026-03-16,2026-03-17,32,28,60,30,28,58,2,Pass,high,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
TOGO,PLATEAUX,HAHO,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd2,21,2026-04-16T00:00:00Z,2026-04-20,2026-04-21,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,PLATEAUX,HAHO,nOPV2022,nOPV2,Rnd1,21,2022-08-16T00:00:00Z,2022-08-20,2022-08-22,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,PLATEAUX,HAHO,nOPV2022,nOPV2,Rnd2,21,2022-10-14T00:00:00Z,2022-10-18,2022-10-20,35,25,60,35,25,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,PLATEAUX,KLOTO,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd1,21,2026-03-12T00:00:00Z,2026-03-16,2026-03-17,28,32,60,26,29,55,5,Fail,moderate,0,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,60,20,0,0,20,0,0.08
TOGO,PLATEAUX,KLOTO,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd2,21,2026-04-16T00:00:00Z,2026-04-20,2026-04-21,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,PLATEAUX,KLOTO,nOPV2022,nOPV2,Rnd1,21,2022-08-16T00:00:00Z,2022-08-20,2022-08-22,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,PLATEAUX,KLOTO,nOPV2022,nOPV2,Rnd2,21,2022-10-14T00:00:00Z,2022-10-18,2022-10-20,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,PLATEAUX,KPELE,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd1,21,2026-03-12T00:00:00Z,2026-03-16,2026-03-17,25,35,60,22,33,55,5,Fail,moderate,0,2,3,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,40,60,0,0,0,0,0.08
TOGO,PLATEAUX,KPELE,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd2,21,2026-04-16T00:00:00Z,2026-04-20,2026-04-21,33,27,60,33,26,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
TOGO,PLATEAUX,KPELE,nOPV2022,nOPV2,Rnd1,21,2022-08-16T00:00:00Z,2022-08-20,2022-08-22,32,28,60,30,24,54,6,Fail,moderate,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,83.33,16.67,0,0,0,0,0.1
TOGO,PLATEAUX,KPELE,nOPV2022,nOPV2,Rnd2,21,2022-10-14T00:00:00Z,2022-10-18,2022-10-20,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,PLATEAUX,MOYEN MONO,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd1,21,2026-03-12T00:00:00Z,2026-03-16,2026-03-17,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,PLATEAUX,MOYEN MONO,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd2,21,2026-04-16T00:00:00Z,2026-04-20,2026-04-21,24,36,60,24,36,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,PLATEAUX,MOYEN MONO,nOPV2022,nOPV2,Rnd1,21,2022-08-16T00:00:00Z,2022-08-20,2022-08-22,30,30,60,27,28,55,5,Fail,moderate,0,0,3,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,60,20,0,20,0,0.08
TOGO,PLATEAUX,MOYEN MONO,nOPV2022,nOPV2,Rnd2,21,2022-10-14T00:00:00Z,2022-10-18,2022-10-20,27,33,60,27,32,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
TOGO,PLATEAUX,OGOU,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd1,21,2026-03-12T00:00:00Z,2026-03-16,2026-03-17,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,PLATEAUX,OGOU,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd2,20,2026-04-16T00:00:00Z,2026-04-20,2026-04-21,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,PLATEAUX,OGOU,nOPV2022,nOPV2,Rnd1,12,2022-08-16T00:00:00Z,2022-08-20,2022-08-22,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,PLATEAUX,OGOU,nOPV2022,nOPV2,Rnd2,12,2022-10-14T00:00:00Z,2022-10-18,2022-10-20,33,27,60,32,25,57,3,Pass,high,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.05
TOGO,PLATEAUX,WAWA,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd1,20,2026-03-12T00:00:00Z,2026-03-16,2026-03-17,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,PLATEAUX,WAWA,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd2,21,2026-04-16T00:00:00Z,2026-04-20,2026-04-21,25,35,60,25,35,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,PLATEAUX,WAWA,nOPV2022,nOPV2,Rnd1,21,2022-08-16T00:00:00Z,2022-08-20,2022-08-22,38,22,60,38,22,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,PLATEAUX,WAWA,nOPV2022,nOPV2,Rnd2,21,2022-10-14T00:00:00Z,2022-10-18,2022-10-20,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,SAVANES,CINKASSE,"",,"",21,2020-02-28T00:00:00Z,2020-03-03,2020-03-04,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,SAVANES,CINKASSE,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd1,21,2026-03-12T00:00:00Z,2026-03-16,2026-03-17,28,32,60,28,31,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
TOGO,SAVANES,CINKASSE,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd2,21,2026-04-16T00:00:00Z,2026-04-20,2026-04-21,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,SAVANES,CINKASSE,nOPV2022,nOPV2,Rnd1,21,2022-08-16T00:00:00Z,2022-08-20,2022-08-21,28,32,60,28,31,59,1,Pass,high,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.02
TOGO,SAVANES,CINKASSE,nOPV2022,nOPV2,Rnd2,21,2022-10-14T00:00:00Z,2022-10-18,2022-10-19,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,SAVANES,KPENDJAL,"",,"",21,2020-02-28T00:00:00Z,2020-03-03,2020-03-03,41,19,60,41,19,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,SAVANES,KPENDJAL,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd1,21,2026-03-12T00:00:00Z,2026-03-16,2026-03-17,24,36,60,24,36,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,SAVANES,KPENDJAL,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd2,21,2026-04-16T00:00:00Z,2026-04-20,2026-04-21,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,SAVANES,KPENDJAL,nOPV2022,nOPV2,Rnd1,21,2022-08-16T00:00:00Z,2022-08-20,2022-08-22,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,SAVANES,KPENDJAL,nOPV2022,nOPV2,Rnd2,21,2022-10-14T00:00:00Z,2022-10-18,2022-10-19,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,SAVANES,KPENDJAL OUEST,"",,"",21,2020-02-29T00:00:00Z,2020-03-04,2020-03-04,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,SAVANES,KPENDJAL OUEST,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd1,21,2026-03-12T00:00:00Z,2026-03-16,2026-03-17,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,SAVANES,KPENDJAL OUEST,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd2,21,2026-04-16T00:00:00Z,2026-04-20,2026-04-21,36,24,60,36,24,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,SAVANES,KPENDJAL OUEST,nOPV2022,nOPV2,Rnd1,21,2022-08-16T00:00:00Z,2022-08-20,2022-08-21,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,SAVANES,KPENDJAL OUEST,nOPV2022,nOPV2,Rnd2,21,2022-10-14T00:00:00Z,2022-10-18,2022-10-19,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
