country,province,district,response,vaccine.type,roundNumber,numbercluster,round_start_date,start_date,end_date,male_sampled,female_sampled,total_sampled,male_vaccinated,female_vaccinated,total_vaccinated,total_missed,status,performance,r_non_compliance,r_house_not_visited,r_childabsent,r_Child_was_asleep,r_Child_is_a_visitor,r_Vaccinated_but_not_FM,other_r,percent_care_giver_informed_sia,abs_reason_travelled,abs_reason_farm,abs_reason_other,abs_reason_in_playground,abs_reason_market,abs_reason_school,nc_reason_religious_cultural,nc_reason_no_care_giver_consent,nc_reason_child_sick,nc_reason_others,nc_reason_too_many_rnd,nc_reason_vaccines_safety,nc_reason_covid_19,nc_reason_no_felt_need,prct_r_non_compliance,prct_r_house_not_visited,prct_r_childabsent,prct_r_Child_was_asleep,prct_r_Child_is_a_visitor,prct_r_Vaccinated_but_not_FM,prct_other_r,proportion_missed_child
CAE,EST,BATOURI,CENBLOCK,nOPV2,Rnd1,21,2022-05-14T00:00:00Z,2022-05-18,2022-05-20,34,26,60,20,20,40,20,Fail,very poor,1,0,5,1,0,6,7,0,3,1,1,0,0,0,0,1,0,0,0,0,0,0,5,0,25,5,0,30,35,0.33
CAE,EST,BATOURI,CENBLOCK,nOPV2,Rnd2,22,2022-05-03T00:00:00Z,2022-05-07,2022-07-07,28,32,60,25,29,54,6,Fail,moderate,1,2,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,16.67,33.33,33.33,0,0,16.67,0,0.1
CAE,EST,BATOURI,NID_LID_preventive,,Rnd1,21,2021-05-09T00:00:00Z,2021-05-13,2021-12-05,32,28,60,30,25,55,5,Fail,moderate,0,0,4,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,20,0,0.08
CAE,EST,BATOURI,nOPV2022,nOPV2,MOPUP,21,2022-08-07T00:00:00Z,2022-08-11,2022-10-11,30,30,60,29,29,58,2,Pass,high,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0.03
CAE,EST,BELABO,CAM-2023-05-01_nOPV,nOPV2,Rnd1,21,2023-05-26T00:00:00Z,2023-05-30,2023-05-31,29,31,60,27,31,58,2,Pass,high,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0.03
CAE,EST,BELABO,CAM-2023-05-01_nOPV,nOPV2,Rnd2,21,2023-06-23T00:00:00Z,2023-06-27,2023-06-28,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAE,EST,BELABO,CAM-2024-02-01_nOPV,nOPV2,Rnd1,21,2024-03-01T00:00:00Z,2024-03-05,2024-03-06,29,31,60,28,31,59,1,Pass,high,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
CAE,EST,BELABO,CAM-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-10-23T00:00:00Z,2024-10-27,2024-10-28,29,31,60,28,31,59,1,Pass,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
CAE,EST,BELABO,CAM-2024-sNID-01_nOPV,nOPV2,Rnd1,21,2024-11-22T00:00:00Z,2024-11-26,2024-11-27,29,31,60,29,30,59,1,Pass,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
CAE,EST,BELABO,CAM-2025-04-01_nOPV_NIDs,nOPV2,Rnd1,21,2025-04-24T00:00:00Z,2025-04-28,2025-04-29,24,36,60,23,36,59,1,Pass,high,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.02
CAE,EST,BELABO,CAM-2025-04-01_nOPV_NIDs,nOPV2,Rnd2,21,2025-05-29T00:00:00Z,2025-06-02,2025-06-03,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAE,EST,BELABO,CAM-2025-11-01_n_bOPV_sNID,bOPV,Rnd1,21,2025-12-04T00:00:00Z,2025-12-08,2025-12-09,30,30,60,29,28,57,3,Pass,high,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.05
CAE,EST,BELABO,CAM-2025-11-01_n_bOPV_sNID,bOPV,Rnd2,21,2026-02-12T00:00:00Z,2026-02-16,2026-02-17,22,38,60,21,37,58,2,Pass,high,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
CAE,EST,BELABO,CAM-2026-03_nOPV_sNID,nOPV2,Rnd1,21,2026-04-23T00:00:00Z,2026-04-27,2026-04-28,35,25,60,33,25,58,2,Pass,high,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
CAE,EST,BELABO,CENBLOCK,nOPV2,Rnd1,21,2022-05-15T00:00:00Z,2022-05-19,2022-05-21,41,19,60,38,15,53,7,Fail,moderate,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.43,0,0,0,28.57,0,0.12
CAE,EST,BELABO,CENBLOCK,nOPV2,Rnd2,21,2022-05-03T00:00:00Z,2022-05-07,2022-07-07,32,28,60,31,26,57,3,Pass,high,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.05
CAE,EST,BERTOUA,BERTOUA,nOPV2,Rnd1,21,2020-09-18T00:00:00Z,2020-09-22,2020-09-23,22,38,60,20,34,54,6,Fail,moderate,1,3,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,16.67,50,33.33,0,0,0,0,0.1
CAE,EST,BERTOUA,BERTOUA,nOPV2,Rnd2,21,2020-10-09T00:00:00Z,2020-10-13,2020-10-14,30,30,60,25,21,46,14,Fail,poor,3,4,3,0,0,0,4,0,0,0,2,0,1,0,0,1,0,0,0,2,0,0,21.43,28.57,21.43,0,0,0,28.57,0.23
CAE,EST,BERTOUA,CAM-2023-05-01_nOPV,nOPV2,Rnd1,21,2023-05-26T00:00:00Z,2023-05-30,2023-05-31,34,26,60,33,25,58,2,Pass,high,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0.03
CAE,EST,BERTOUA,CAM-2023-05-01_nOPV,nOPV2,Rnd2,21,2023-06-23T00:00:00Z,2023-06-27,2023-06-28,34,26,60,32,26,58,2,Pass,high,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0.03
CAE,EST,BERTOUA,CAM-2024-02-01_nOPV,nOPV2,Rnd1,21,2024-03-01T00:00:00Z,2024-03-05,2024-03-06,34,26,60,32,26,58,2,Pass,high,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
CAE,EST,BERTOUA,CAM-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-10-23T00:00:00Z,2024-10-27,2024-10-28,28,32,60,27,30,57,3,Pass,high,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,33.33,0,66.67,0,0,0,0,0.05
CAE,EST,BERTOUA,CAM-2024-sNID-01_nOPV,nOPV2,Rnd1,21,2024-11-22T00:00:00Z,2024-11-26,2024-11-27,26,34,60,25,31,56,4,Fail,moderate,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25,0,0,0,25,0.07
CAE,EST,BERTOUA,CAM-2025-04-01_nOPV_NIDs,nOPV2,Rnd1,21,2025-04-24T00:00:00Z,2025-04-28,2025-04-29,30,30,60,25,26,51,9,Fail,poor,2,3,4,0,0,0,0,0,0,3,0,0,1,0,1,1,0,0,0,0,0,0,22.22,33.33,44.44,0,0,0,0,0.15
CAE,EST,BERTOUA,CAM-2025-04-01_nOPV_NIDs,nOPV2,Rnd2,21,2025-05-29T00:00:00Z,2025-06-02,2025-06-03,29,31,60,29,29,58,2,Pass,high,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
CAE,EST,BERTOUA,CAM-2025-11-01_n_bOPV_sNID,bOPV,Rnd1,21,2025-12-04T00:00:00Z,2025-12-08,2025-12-09,27,33,60,27,32,59,1,Pass,high,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.02
CAE,EST,BERTOUA,CAM-2025-11-01_n_bOPV_sNID,bOPV,Rnd2,20,2026-02-12T00:00:00Z,2026-02-16,2026-02-17,29,31,60,28,31,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
CAE,EST,BERTOUA,CAM-2026-03_nOPV_sNID,nOPV2,Rnd1,21,2026-04-23T00:00:00Z,2026-04-27,2026-04-28,24,36,60,18,29,47,13,Fail,poor,1,8,1,0,0,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7.69,61.54,7.69,0,0,7.69,15.38,0.22
CAE,EST,BERTOUA,CENBLOCK,nOPV2,Rnd1,21,2022-05-14T00:00:00Z,2022-05-18,2022-05-20,35,25,60,34,24,58,2,Pass,high,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
CAE,EST,BERTOUA,CENBLOCK,nOPV2,Rnd2,21,2022-05-03T00:00:00Z,2022-05-07,2022-07-07,30,30,60,25,26,51,9,Fail,poor,1,4,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,11.11,44.44,11.11,33.33,0,0,0,0.15
CAE,EST,BERTOUA,NID_LID_preventive,,Rnd1,21,2021-05-09T00:00:00Z,2021-05-13,2021-12-05,27,33,60,20,24,44,16,Fail,poor,4,7,1,0,0,0,4,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,25,43.75,6.25,0,0,0,25,0.27
CAE,EST,BETARE_OYA,BERTOUA,nOPV2,Rnd1,12,2020-09-18T00:00:00Z,2020-09-22,2020-09-24,29,31,60,27,28,55,5,Fail,moderate,0,0,2,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,20,40,0.08
CAE,EST,BETARE_OYA,BERTOUA,nOPV2,Rnd2,21,2020-10-09T00:00:00Z,2020-10-13,2020-10-14,26,34,60,26,32,58,2,Pass,high,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
CAE,EST,BETARE_OYA,CAM-2023-05-01_nOPV,nOPV2,Rnd1,21,2023-05-26T00:00:00Z,2023-05-30,2023-05-31,31,29,60,29,29,58,2,Pass,high,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
CAE,EST,BETARE_OYA,CAM-2023-05-01_nOPV,nOPV2,Rnd2,21,2023-06-23T00:00:00Z,2023-06-27,2023-06-28,30,30,60,29,29,58,2,Pass,high,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
CAE,EST,BETARE_OYA,CAM-2024-02-01_nOPV,nOPV2,Rnd1,21,2024-03-01T00:00:00Z,2024-03-05,2024-03-06,32,28,60,29,25,54,6,Fail,moderate,0,0,3,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50,0.1
CAE,EST,BETARE_OYA,CAM-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-10-23T00:00:00Z,2024-10-27,2024-10-28,30,30,60,29,29,58,2,Pass,high,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
CAE,EST,BETARE_OYA,CAM-2024-sNID-01_nOPV,nOPV2,Rnd1,21,2024-11-22T00:00:00Z,2024-11-26,2024-11-27,25,35,60,25,35,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAE,EST,BETARE_OYA,CAM-2025-04-01_nOPV_NIDs,nOPV2,Rnd1,21,2025-04-24T00:00:00Z,2025-04-28,2025-04-29,32,28,60,29,28,57,3,Pass,high,0,0,3,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.05
CAE,EST,BETARE_OYA,CAM-2025-04-01_nOPV_NIDs,nOPV2,Rnd2,21,2025-05-29T00:00:00Z,2025-06-02,2025-06-03,32,28,60,31,26,57,3,Pass,high,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,66.67,0,0,0,0,0.05
CAE,EST,BETARE_OYA,CAM-2025-11-01_n_bOPV_sNID,bOPV,Rnd1,21,2025-12-04T00:00:00Z,2025-12-08,2025-12-09,32,28,60,25,27,52,8,Fail,moderate,0,2,3,0,0,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,25,37.5,0,0,25,12.5,0.13
CAE,EST,BETARE_OYA,CAM-2025-11-01_n_bOPV_sNID,bOPV,Rnd2,21,2026-02-12T00:00:00Z,2026-02-16,2026-02-17,26,34,60,22,31,53,7,Fail,moderate,0,0,7,0,0,0,0,0,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.12
CAE,EST,BETARE_OYA,CAM-2026-03_nOPV_sNID,nOPV2,Rnd1,21,2026-04-23T00:00:00Z,2026-04-27,2026-04-28,37,23,60,35,23,58,2,Pass,high,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
CAE,EST,BETARE_OYA,CENBLOCK,nOPV2,Rnd1,21,2022-05-14T00:00:00Z,2022-05-18,2022-05-20,34,26,60,24,15,39,21,Fail,very poor,0,12,6,2,0,1,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,57.14,28.57,9.52,0,4.76,0,0.35
CAE,EST,BETARE_OYA,CENBLOCK,nOPV2,Rnd2,21,2022-05-03T00:00:00Z,2022-05-07,2022-07-07,28,32,60,25,30,55,5,Fail,moderate,0,1,4,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0,0,0,0,0.08
CAE,EST,BETARE_OYA,NID_LID_preventive,,Rnd1,21,2021-05-09T00:00:00Z,2021-05-13,2021-12-05,25,35,60,20,22,42,18,Fail,poor,1,2,13,0,0,2,0,0,2,10,1,0,0,0,1,0,0,0,0,0,0,0,5.56,11.11,72.22,0,0,11.11,0,0.3
CAE,EST,BETARE_OYA,nOPV2022,nOPV2,MOPUP,21,2022-08-07T00:00:00Z,2022-08-11,2022-10-11,30,30,60,28,30,58,2,Pass,high,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
CAE,EST,DOUME,BERTOUA,nOPV2,Rnd1,12,2020-09-18T00:00:00Z,2020-09-22,2020-09-23,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAE,EST,DOUME,BERTOUA,nOPV2,Rnd2,21,2020-10-09T00:00:00Z,2020-10-13,2020-10-13,24,36,60,24,35,59,1,Pass,high,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0.02
CAE,EST,DOUME,CAM-2023-05-01_nOPV,nOPV2,Rnd1,21,2023-05-26T00:00:00Z,2023-05-30,2023-05-31,38,22,60,34,21,55,5,Fail,moderate,0,2,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,40,40,0,0,20,0,0.08
CAE,EST,DOUME,CAM-2023-05-01_nOPV,nOPV2,Rnd2,21,2023-06-23T00:00:00Z,2023-06-27,2023-06-28,37,23,60,36,22,58,2,Pass,high,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
CAE,EST,DOUME,CAM-2024-02-01_nOPV,nOPV2,Rnd1,21,2024-03-01T00:00:00Z,2024-03-05,2024-03-06,36,24,60,36,24,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAE,EST,DOUME,CAM-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-10-23T00:00:00Z,2024-10-27,2024-10-28,32,28,60,30,27,57,3,Pass,high,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,33.33,0,0,0,0.05
CAE,EST,DOUME,CAM-2024-sNID-01_nOPV,nOPV2,Rnd1,24,2024-11-22T00:00:00Z,2024-11-26,2024-11-27,25,35,60,24,34,58,2,Pass,high,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0.03
CAE,EST,DOUME,CAM-2025-04-01_nOPV_NIDs,nOPV2,Rnd1,21,2025-04-24T00:00:00Z,2025-04-28,2025-04-29,32,28,60,31,28,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
CAE,EST,DOUME,CAM-2025-04-01_nOPV_NIDs,nOPV2,Rnd2,21,2025-05-29T00:00:00Z,2025-06-02,2025-06-03,28,32,60,27,29,56,4,Fail,moderate,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.07
CAE,EST,DOUME,CAM-2025-11-01_n_bOPV_sNID,bOPV,Rnd1,21,2025-12-04T00:00:00Z,2025-12-08,2025-12-09,27,33,60,26,32,58,2,Pass,high,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50,0.03
CAE,EST,DOUME,CAM-2025-11-01_n_bOPV_sNID,bOPV,Rnd2,21,2026-02-12T00:00:00Z,2026-02-16,2026-02-17,28,32,60,21,26,47,13,Fail,poor,0,0,8,1,0,4,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,61.54,7.69,0,30.77,0,0.22
CAE,EST,DOUME,CAM-2026-03_nOPV_sNID,nOPV2,Rnd1,21,2026-04-23T00:00:00Z,2026-04-27,2026-04-28,33,27,60,31,25,56,4,Fail,moderate,0,0,4,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.07
CAE,EST,DOUME,CENBLOCK,nOPV2,Rnd1,21,2022-05-14T00:00:00Z,2022-05-18,2022-05-20,30,30,60,29,28,57,3,Pass,high,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.05
CAE,EST,DOUME,CENBLOCK,nOPV2,Rnd2,21,2022-05-03T00:00:00Z,2022-05-07,2022-07-07,34,26,60,29,23,52,8,Fail,moderate,0,2,6,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,25,75,0,0,0,0,0.13
CAE,EST,DOUME,NID_LID_preventive,,Rnd1,21,2021-05-09T00:00:00Z,2021-05-13,2021-12-05,30,30,60,23,24,47,13,Fail,poor,2,1,1,0,0,9,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,15.38,7.69,7.69,0,0,69.23,0,0.22
CAE,EST,GAROUA BOULAI,BERTOUA,nOPV2,Rnd1,21,2020-09-18T00:00:00Z,2020-09-22,2020-09-23,36,24,60,36,24,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAE,EST,GAROUA BOULAI,BERTOUA,nOPV2,Rnd2,21,2020-10-09T00:00:00Z,2020-10-13,2020-10-14,32,28,60,31,27,58,2,Pass,high,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,50,0,50,0,0,0,0,0.03
CAE,EST,GAROUA BOULAI,CAM-2023-05-01_nOPV,nOPV2,Rnd1,21,2023-05-26T00:00:00Z,2023-05-30,2023-05-31,26,34,60,26,33,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
CAE,EST,GAROUA BOULAI,CAM-2023-05-01_nOPV,nOPV2,Rnd2,21,2023-06-23T00:00:00Z,2023-06-27,2023-06-28,25,35,60,25,34,59,1,Pass,high,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
CAE,EST,GAROUA BOULAI,CAM-2024-02-01_nOPV,nOPV2,Rnd1,21,2024-03-01T00:00:00Z,2024-03-05,2024-03-06,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAE,EST,GAROUA BOULAI,CAM-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-10-23T00:00:00Z,2024-10-27,2024-10-28,28,32,60,26,29,55,5,Fail,moderate,0,2,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,20,0.08
CAE,EST,GAROUA BOULAI,CAM-2024-sNID-01_nOPV,nOPV2,Rnd1,21,2024-11-22T00:00:00Z,2024-11-26,2024-11-27,33,27,60,30,27,57,3,Pass,high,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,33.33,33.33,33.33,0,0,0,0,0.05
CAE,EST,GAROUA BOULAI,CENBLOCK,nOPV2,Rnd1,21,2022-05-14T00:00:00Z,2022-05-18,2022-05-20,28,32,60,25,28,53,7,Fail,moderate,0,0,5,0,0,2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.43,0,0,28.57,0,0.12
CAE,EST,GAROUA BOULAI,CENBLOCK,nOPV2,Rnd2,21,2022-04-03T00:00:00Z,2022-04-07,2022-06-07,28,32,60,27,30,57,3,Pass,high,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,66.67,0,0,0,0,0.05
CAE,EST,GAROUA BOULAI,NID_LID_preventive,,Rnd1,21,2021-05-09T00:00:00Z,2021-05-13,2021-12-05,42,18,60,37,17,54,6,Fail,moderate,1,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,16.67,16.67,16.67,16.67,33.33,0,0,0.1
CAE,EST,GAROUA BOULAI,nOPV2022,nOPV2,MOPUP,21,2022-08-07T00:00:00Z,2022-08-11,2022-10-11,29,31,60,28,30,58,2,Pass,high,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
CAE,EST,GAROUA_BOULAI,CAM-2025-04-01_nOPV_NIDs,nOPV2,Rnd1,21,2025-04-24T00:00:00Z,2025-04-28,2025-04-29,30,30,60,30,29,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
CAE,EST,GAROUA_BOULAI,CAM-2025-04-01_nOPV_NIDs,nOPV2,Rnd2,21,2025-05-29T00:00:00Z,2025-06-02,2025-06-03,31,29,60,31,28,59,1,Pass,high,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
CAE,EST,GAROUA_BOULAI,CAM-2025-11-01_n_bOPV_sNID,bOPV,Rnd1,21,2025-12-04T00:00:00Z,2025-12-08,2025-12-09,25,35,60,23,34,57,3,Pass,high,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,66.67,0,0.05
CAE,EST,GAROUA_BOULAI,CAM-2025-11-01_n_bOPV_sNID,bOPV,Rnd2,21,2026-02-12T00:00:00Z,2026-02-16,2026-02-17,26,34,60,26,31,57,3,Pass,high,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.05
CAE,EST,GAROUA_BOULAI,CAM-2026-03_nOPV_sNID,nOPV2,Rnd1,21,2026-04-23T00:00:00Z,2026-04-27,2026-04-28,29,31,60,28,31,59,1,Pass,high,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.02
CAE,EST,KETTE,BERTOUA,nOPV2,Rnd1,12,2020-09-18T00:00:00Z,2020-09-22,2020-09-25,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAE,EST,KETTE,BERTOUA,nOPV2,Rnd2,21,2020-10-09T00:00:00Z,2020-10-13,2020-12-10,31,29,60,31,28,59,1,Pass,high,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0.02
CAE,EST,KETTE,CAM-2023-05-01_nOPV,nOPV2,Rnd1,21,2023-05-26T00:00:00Z,2023-05-30,2023-05-31,34,26,60,32,25,57,3,Pass,high,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,33.33,0,66.67,0,0,0,0,0.05
CAE,EST,KETTE,CAM-2023-05-01_nOPV,nOPV2,Rnd2,21,2023-06-23T00:00:00Z,2023-06-27,2023-06-28,35,25,60,34,23,57,3,Pass,high,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,0,33.33,0,0,0.05
CAE,EST,KETTE,CAM-2024-02-01_nOPV,nOPV2,Rnd1,21,2024-03-01T00:00:00Z,2024-03-05,2024-03-06,35,25,60,33,22,55,5,Fail,moderate,0,0,3,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,60,0,0,40,0,0.08
CAE,EST,KETTE,CAM-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-10-23T00:00:00Z,2024-10-27,2024-10-28,36,24,60,34,20,54,6,Fail,moderate,0,2,4,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,33.33,66.67,0,0,0,0,0.1
CAE,EST,KETTE,CAM-2024-sNID-01_nOPV,nOPV2,Rnd1,21,2024-11-22T00:00:00Z,2024-11-26,2024-11-27,25,35,60,25,32,57,3,Pass,high,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,0,33.33,0,0,0.05
CAE,EST,KETTE,CAM-2025-04-01_nOPV_NIDs,nOPV2,Rnd1,21,2025-04-24T00:00:00Z,2025-04-28,2025-04-29,32,28,60,30,26,56,4,Fail,moderate,0,0,4,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.07
CAE,EST,KETTE,CAM-2025-04-01_nOPV_NIDs,nOPV2,Rnd2,21,2025-05-29T00:00:00Z,2025-06-02,2025-06-03,36,24,60,32,24,56,4,Fail,moderate,0,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,25,75,0,0,0,0,0.07
