country,province,district,response,vaccine.type,roundNumber,numbercluster,round_start_date,start_date,end_date,male_sampled,female_sampled,total_sampled,male_vaccinated,female_vaccinated,total_vaccinated,total_missed,status,performance,r_Non_Compliance,r_House_not_visited,r_childabsent,r_Child_was_asleep,r_Child_is_a_visitor,r_Vaccinated_but_not_FM,other_r,percent_care_Giver_Informed_SIA,abs_reason_travelled,abs_reason_market,abs_reason_school,abs_reason_other,abs_reason_farm,abs_reason_in_playground,nc_reason_no_felt_need,nc_reason_nopvconcern,nc_reason_vaccines_safety,nc_reason_religious_cultural,nc_reason_others,nc_reason_too_many_rnd,nc_reason_child_sick,nc_reason_no_care_giver_consent,prct_r_Non_Compliance,prct_r_House_not_visited,prct_r_childabsent,prct_r_Child_was_asleep,prct_r_Child_is_a_visitor,prct_r_Vaccinated_but_not_FM,prct_other_r,proportion_missed_child
UGA,JINJA,JINJA,UGA-2024-08-01_nOPV,nOPV2,Rnd1,21,2024-10-02T00:00:00Z,2024-10-06,2024-10-07,32,28,60,29,26,55,5,Fail,moderate,0,0,0,0,0,1,4,93.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0.08
UGA,JINJA,JINJA,UGA-2024-08-01_nOPV,nOPV2,Rnd2,21,2024-11-09T00:00:00Z,2024-11-13,2024-11-14,25,35,60,25,34,59,1,Pass,high,0,0,1,0,0,0,0,98.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
UGA,JINJA,JINJA CITY,UGA-2024-08-01_nOPV,nOPV2,Rnd1,21,2024-10-02T00:00:00Z,2024-10-06,2024-10-07,35,25,60,25,12,37,23,Fail,very poor,0,5,1,0,0,11,6,83.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.74,4.35,0,0,47.83,26.09,0.38
UGA,JINJA,JINJA CITY,UGA-2024-08-01_nOPV,nOPV2,Rnd2,21,2024-11-09T00:00:00Z,2024-11-13,2024-11-14,25,35,60,20,29,49,11,Fail,poor,0,0,2,0,0,7,2,80,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.18,0,0,63.64,18.18,0.18
UGA,JINJA,JINJA CITY,UGAnOPV,nOPV2,Rnd2,21,2022-11-05T00:00:00Z,2022-11-09,2022-11-12,28,32,60,9,15,24,36,Fail,very poor,0,17,3,0,0,5,11,76.67,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,47.22,8.33,0,0,13.89,30.56,0.6
UGA,JINJA,JINJA DISTRICT,UGAnOPV,nOPV2,Rnd1,21,2022-01-20T00:00:00Z,2022-01-24,2022-01-29,27,33,60,24,28,52,8,Fail,moderate,0,2,2,0,1,0,3,90,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25,25,0,12.5,0,37.5,0.13
UGA,JINJA,JINJA DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-06T00:00:00Z,2022-11-10,2022-11-14,27,33,60,25,33,58,2,Pass,high,0,0,1,0,0,1,0,58.33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0.03
UGA,JINJA,KALIRO,UGA-2024-08-01_nOPV,nOPV2,Rnd1,21,2024-10-02T00:00:00Z,2024-10-06,2024-10-07,24,36,60,23,29,52,8,Fail,moderate,0,0,1,0,0,4,3,93.33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,50,37.5,0.13
UGA,JINJA,KALIRO,UGA-2024-08-01_nOPV,nOPV2,Rnd2,21,2024-11-09T00:00:00Z,2024-11-13,2024-11-14,29,31,60,27,31,58,2,Pass,high,0,0,1,0,0,0,1,95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50,0.03
UGA,JINJA,KALIRO,UGAnOPV,nOPV2,Rnd2,21,2022-11-07T00:00:00Z,2022-11-11,2022-11-13,33,27,60,31,26,57,3,Pass,high,0,0,1,0,0,0,2,95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,66.67,0.05
UGA,JINJA,KAMULI,UGA-2024-08-01_nOPV,nOPV2,Rnd1,21,2024-10-02T00:00:00Z,2024-10-06,2024-10-07,36,24,60,33,24,57,3,Pass,high,1,0,1,0,0,1,0,88.33,0,0,0,0,1,0,0,0,0,0,1,0,0,0,33.33,0,33.33,0,0,33.33,0,0.05
UGA,JINJA,KAMULI,UGA-2024-08-01_nOPV,nOPV2,Rnd2,21,2024-11-09T00:00:00Z,2024-11-13,2024-11-14,31,29,60,30,29,59,1,Pass,high,0,0,1,0,0,0,0,85,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
UGA,JINJA,KAMULI DISTRICT,UGAnOPV,nOPV2,Rnd1,21,2022-01-20T00:00:00Z,2022-01-24,2022-01-25,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,98.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UGA,JINJA,KAMULI DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-11T00:00:00Z,2022-11-15,2022-11-16,25,35,60,25,33,58,2,Pass,high,0,0,0,0,0,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.03
UGA,JINJA,LUUKA,UGA-2024-08-01_nOPV,nOPV2,Rnd1,21,2024-10-02T00:00:00Z,2024-10-06,2024-10-07,31,29,60,30,29,59,1,Pass,high,0,0,1,0,0,0,0,91.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
UGA,JINJA,LUUKA,UGA-2024-08-01_nOPV,nOPV2,Rnd2,21,2024-11-09T00:00:00Z,2024-11-13,2024-11-14,27,33,60,27,32,59,1,Pass,high,0,0,1,0,0,0,0,81.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
UGA,JINJA,LUUKA DISTRICT,UGAnOPV,nOPV2,Rnd1,21,2022-01-17T00:00:00Z,2022-01-21,2022-01-24,30,30,60,27,30,57,3,Pass,high,0,0,3,0,0,0,0,100,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.05
UGA,JINJA,LUUKA DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-06T00:00:00Z,2022-11-10,2022-11-11,32,28,60,28,25,53,7,Fail,moderate,0,0,1,0,0,0,6,91.67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,85.71,0.12
UGA,JINJA,MAYUGE,UGA-2024-08-01_nOPV,nOPV2,Rnd1,23,2024-10-02T00:00:00Z,2024-10-06,2024-10-07,28,32,60,20,27,47,13,Fail,poor,0,1,2,0,0,8,2,83.33,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.69,15.38,0,0,61.54,15.38,0.22
UGA,JINJA,MAYUGE,UGA-2024-08-01_nOPV,nOPV2,Rnd2,21,2024-11-09T00:00:00Z,2024-11-13,2024-11-14,29,31,60,24,28,52,8,Fail,moderate,0,0,1,0,0,1,6,93.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,75,0.13
UGA,JINJA,MAYUGE,UGAnOPV,nOPV2,Rnd2,21,2022-11-07T00:00:00Z,2022-11-11,2022-11-15,26,34,60,26,33,59,1,Pass,high,0,0,0,0,0,1,0,93.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.02
UGA,JINJA,NAMAYINGO,UGA-2024-08-01_nOPV,nOPV2,Rnd1,21,2024-10-02T00:00:00Z,2024-10-06,2024-10-07,31,29,60,28,27,55,5,Fail,moderate,0,1,1,0,0,3,0,73.33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,20,0,0,60,0,0.08
UGA,JINJA,NAMAYINGO,UGA-2024-08-01_nOPV,nOPV2,Rnd2,21,2024-11-09T00:00:00Z,2024-11-13,2024-11-14,27,33,60,27,30,57,3,Pass,high,0,1,0,0,0,2,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,66.67,0,0.05
UGA,JINJA,NAMAYINGO DISTRICT,UGAnOPV,nOPV2,Rnd1,22,2022-01-20T00:00:00Z,2022-01-24,2022-01-27,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UGA,JINJA,NAMAYINGO DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-08T00:00:00Z,2022-11-12,2022-11-14,26,34,60,22,32,54,6,Fail,moderate,0,2,2,0,0,0,2,68.33,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,0,33.33,0.1
UGA,JINJA,NAMUTUMBA,UGA-2024-08-01_nOPV,nOPV2,Rnd1,21,2024-10-02T00:00:00Z,2024-10-06,2024-10-07,28,32,60,28,30,58,2,Pass,high,0,1,0,0,0,1,0,93.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50,0,0.03
UGA,JINJA,NAMUTUMBA,UGA-2024-08-01_nOPV,nOPV2,Rnd2,21,2024-11-09T00:00:00Z,2024-11-13,2024-11-14,25,35,60,25,34,59,1,Pass,high,0,1,0,0,0,0,0,98.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
UGA,JINJA,NAMUTUMBA DISTRICT,UGAnOPV,nOPV2,Rnd1,21,2022-01-17T00:00:00Z,2022-01-21,2022-01-23,40,20,60,26,16,42,18,Fail,poor,0,7,1,0,0,9,1,98.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.89,5.56,0,0,50,5.56,0.3
UGA,JINJA,NAMUTUMBA DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-09T00:00:00Z,2022-11-13,2022-11-15,32,28,60,30,26,56,4,Fail,moderate,1,2,0,0,0,0,1,96.67,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25,50,0,0,0,0,25,0.07
UGA,KABALE,KABALE DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-08T00:00:00Z,2022-11-12,2022-11-14,23,37,60,22,35,57,3,Pass,high,0,0,0,0,0,1,2,88.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,66.67,0.05
UGA,KABALE,KANUNGU DISTRICT,UGAnOPV,nOPV2,Rnd1,16,2022-01-18T00:00:00Z,2022-01-22,2022-01-24,33,27,60,24,20,44,16,Fail,poor,1,1,2,0,0,6,6,98.33,1,0,0,1,0,0,0,0,0,0,1,0,0,0,6.25,6.25,12.5,0,0,37.5,37.5,0.27
UGA,KABALE,KANUNGU DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-05T00:00:00Z,2022-11-09,2022-11-11,28,32,60,24,25,49,11,Fail,poor,0,1,0,0,0,8,2,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,72.73,18.18,0.18
UGA,KABALE,KISORO DISTRICT,UGAnOPV,nOPV2,Rnd1,21,2022-01-21T00:00:00Z,2022-01-25,2022-01-27,25,35,60,20,13,33,27,Fail,very poor,1,0,0,0,0,16,10,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.7,0,0,0,0,59.26,37.04,0.45
UGA,KABALE,KISORO DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-05T00:00:00Z,2022-11-09,2022-11-11,31,29,60,30,29,59,1,Pass,high,0,1,0,0,0,0,0,91.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
UGA,KABALE,RUBANDA DISTRICT,UGAnOPV,nOPV2,Rnd1,21,2022-01-19T00:00:00Z,2022-01-23,2022-01-24,30,30,60,29,28,57,3,Pass,high,0,0,0,0,0,2,1,96.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,33.33,0.05
UGA,KABALE,RUBANDA DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-07T00:00:00Z,2022-11-11,2022-11-12,27,33,60,27,32,59,1,Pass,high,0,0,0,0,0,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.02
UGA,KABALE,RUKIGA,UGAnOPV,nOPV2,Rnd2,21,2022-11-12T00:00:00Z,2022-11-16,2022-11-18,33,27,60,32,24,56,4,Fail,moderate,0,0,0,0,0,0,4,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.07
UGA,KABALE,RUKUNGIRI DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-07T00:00:00Z,2022-11-11,2022-11-13,33,27,60,32,25,57,3,Pass,high,0,0,1,0,0,1,1,91.67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,33.33,33.33,0.05
UGA,KABAROLE,BUNDIBUGYO DISTRICT,UGAnOPV,nOPV2,Rnd1,21,2022-01-19T00:00:00Z,2022-01-23,2022-01-24,23,37,60,23,36,59,1,Pass,high,0,0,1,0,0,0,0,95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
UGA,KABAROLE,BUNDIBUGYO DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-08T00:00:00Z,2022-11-12,2022-11-14,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,93.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UGA,KABAROLE,BUNYANGABU DISTRICT,UGAnOPV,nOPV2,Rnd1,21,2022-01-19T00:00:00Z,2022-01-23,2022-01-25,27,33,60,12,20,32,28,Fail,very poor,0,2,1,1,0,9,15,75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.14,3.57,3.57,0,32.14,53.57,0.47
UGA,KABAROLE,BUNYANGABU DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-08T00:00:00Z,2022-11-12,2022-11-13,31,29,60,21,22,43,17,Fail,poor,0,5,0,0,0,1,11,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.41,0,0,0,5.88,64.71,0.28
UGA,KABAROLE,FORT PORTAL CITY,UGAnOPV,nOPV2,Rnd2,21,2022-11-08T00:00:00Z,2022-11-12,2022-11-12,30,30,60,27,27,54,6,Fail,moderate,1,0,2,0,0,2,1,83.33,1,0,0,0,0,1,1,0,0,0,0,0,0,0,16.67,0,33.33,0,0,33.33,16.67,0.1
UGA,KABAROLE,KABAROLE DISTRICT,UGAnOPV,nOPV2,Rnd1,20,2022-01-22T00:00:00Z,2022-01-26,2022-01-27,32,28,60,22,23,45,15,Fail,poor,0,2,1,0,0,3,9,95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13.33,6.67,0,0,20,60,0.25
UGA,KABAROLE,KABAROLE DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-06T00:00:00Z,2022-11-10,2022-11-11,34,26,60,33,24,57,3,Pass,high,0,0,0,1,0,0,2,91.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,66.67,0.05
UGA,KABAROLE,KAMWENGE,UGAnOPV,nOPV2,Rnd2,20,2022-11-10T00:00:00Z,2022-11-14,2022-11-14,25,35,60,24,35,59,1,Pass,high,0,0,0,0,1,0,0,96.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0.02
UGA,KABAROLE,KASESE DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-17T00:00:00Z,2022-11-21,2022-11-21,31,29,60,16,14,30,30,Fail,very poor,0,5,2,0,0,5,18,83.33,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,16.67,6.67,0,0,16.67,60,0.5
UGA,KABAROLE,KITAGWENDA DISTRICT,UGAnOPV,nOPV2,Rnd1,21,2022-01-17T00:00:00Z,2022-01-21,2022-01-23,26,34,60,21,28,49,11,Fail,poor,0,0,0,0,0,10,1,98.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.91,9.09,0.18
UGA,KABAROLE,KITAGWENDA DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-08T00:00:00Z,2022-11-12,2022-11-14,28,32,60,25,30,55,5,Fail,moderate,0,0,0,0,0,5,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.08
UGA,KABAROLE,KYEGEGWA DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-09T00:00:00Z,2022-11-13,2022-11-13,25,35,60,23,35,58,2,Pass,high,0,0,0,0,0,0,2,96.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.03
UGA,KABAROLE,KYENJOJO DISTRICT,UGAnOPV,nOPV2,Rnd1,22,2022-01-17T00:00:00Z,2022-01-21,2022-01-22,32,28,60,20,22,42,18,Fail,poor,0,10,1,0,0,6,1,83.33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,55.56,5.56,0,0,33.33,5.56,0.3
UGA,KABAROLE,KYENJOJO DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-08T00:00:00Z,2022-11-12,2022-11-13,27,33,60,25,29,54,6,Fail,moderate,0,0,0,0,0,5,1,81.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.33,16.67,0.1
UGA,KABAROLE,NTOROKO DISTRICT,UGAnOPV,nOPV2,Rnd1,21,2022-01-17T00:00:00Z,2022-01-21,2022-01-22,29,31,60,17,23,40,20,Fail,very poor,0,0,3,0,0,17,0,66.67,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,85,0,0.33
UGA,KABAROLE,NTOROKO DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-08T00:00:00Z,2022-11-12,2022-11-13,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,91.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UGA,LIRA,ALEBTONG DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-15T00:00:00Z,2022-11-19,2022-11-22,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UGA,LIRA,AMOLATAR,UGAnOPV,nOPV2,Rnd2,21,2022-11-07T00:00:00Z,2022-11-11,2022-11-13,25,35,60,25,34,59,1,Pass,high,0,0,0,0,0,1,0,93.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.02
UGA,LIRA,APAC DISTRICT,UGAnOPV,nOPV2,Rnd1,21,2022-01-18T00:00:00Z,2022-01-22,2022-01-25,26,34,60,24,33,57,3,Pass,high,0,1,1,0,0,1,0,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,33.33,0,0.05
UGA,LIRA,APAC DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-08T00:00:00Z,2022-11-12,2022-11-13,32,28,60,27,26,53,7,Fail,moderate,0,0,0,0,0,1,6,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,85.71,0.12
UGA,LIRA,DOKOLO,UGAnOPV,nOPV2,Rnd2,21,2022-11-11T00:00:00Z,2022-11-15,2022-11-17,29,31,60,29,29,58,2,Pass,high,0,0,0,0,0,1,1,93.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0.03
UGA,LIRA,KOLE DISTRICT,UGAnOPV,nOPV2,Rnd1,25,2022-01-18T00:00:00Z,2022-01-22,2022-01-25,33,27,60,30,26,56,4,Fail,moderate,0,0,0,0,0,2,2,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0.07
UGA,LIRA,KOLE DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-06T00:00:00Z,2022-11-10,2022-11-11,31,29,60,30,26,56,4,Fail,moderate,0,0,0,0,0,2,2,93.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0.07
UGA,LIRA,KWANIA DISTRICT,UGAnOPV,nOPV2,Rnd1,21,2022-01-18T00:00:00Z,2022-01-22,2022-01-26,31,29,60,30,29,59,1,Pass,high,0,0,1,0,0,0,0,80,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
UGA,LIRA,KWANIA DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-07T00:00:00Z,2022-11-11,2022-11-14,33,27,60,32,27,59,1,Pass,high,0,0,1,0,0,0,0,86.67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
UGA,LIRA,LIRA CITY,UGAnOPV,nOPV2,Rnd2,21,2022-11-08T00:00:00Z,2022-11-12,2022-11-14,26,34,60,24,29,53,7,Fail,moderate,0,2,0,0,0,5,0,66.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,0,0,71.43,0,0.12
UGA,LIRA,LIRA DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-06T00:00:00Z,2022-11-10,2022-11-13,28,32,60,25,17,42,18,Fail,poor,0,0,1,0,0,17,0,86.67,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.56,0,0,94.44,0,0.3
UGA,LIRA,OTUKE DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-07T00:00:00Z,2022-11-11,2022-11-16,28,32,60,28,30,58,2,Pass,high,0,0,0,0,0,0,2,98.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.03
UGA,LIRA,OYAM,UGAnOPV,nOPV2,Rnd2,21,2022-11-07T00:00:00Z,2022-11-11,2022-11-12,29,31,60,26,27,53,7,Fail,moderate,0,0,2,0,0,1,4,98.33,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,0,14.29,57.14,0.12
UGA,MASAKA,BUKOMANSIMBI DISTRICT,UGAnOPV,nOPV2,Rnd1,21,2022-01-18T00:00:00Z,2022-01-22,2022-01-26,32,28,60,19,15,34,26,Fail,very poor,2,10,4,0,0,8,2,96.67,0,0,0,1,3,0,0,0,0,0,0,0,0,2,7.69,38.46,15.38,0,0,30.77,7.69,0.43
UGA,MASAKA,BUKOMANSIMBI DISTRICT,UGAnOPV,nOPV2,Rnd2,23,2022-11-11T00:00:00Z,2022-11-15,2022-11-15,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UGA,MASAKA,KALANGALA DISTRICT,UGAnOPV,nOPV2,Rnd1,16,2022-01-18T00:00:00Z,2022-01-22,2022-01-23,26,34,60,17,25,42,18,Fail,poor,0,1,1,0,0,7,9,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,5.56,0,0,38.89,50,0.3
UGA,MASAKA,KALANGALA DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-15T00:00:00Z,2022-11-19,2022-11-19,25,35,60,25,35,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UGA,MASAKA,KALUNGU,UGAnOPV,nOPV2,Rnd2,21,2022-11-06T00:00:00Z,2022-11-10,2022-11-11,31,29,60,29,27,56,4,Fail,moderate,0,0,0,0,0,3,1,83.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,25,0.07
UGA,MASAKA,KYOTERA DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-10-31T00:00:00Z,2022-11-04,2022-11-11,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,96.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UGA,MASAKA,LWENGO,UGAnOPV,nOPV2,Rnd2,21,2022-11-14T00:00:00Z,2022-11-18,2022-11-20,30,30,60,28,27,55,5,Fail,moderate,0,1,1,0,0,1,2,81.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,20,40,0.08
UGA,MASAKA,LYANTONDE DISTRICT,UGAnOPV,nOPV2,Rnd1,21,2022-01-17T00:00:00Z,2022-01-21,2022-01-25,36,24,60,34,21,55,5,Fail,moderate,0,0,0,0,0,1,4,98.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0.08
UGA,MASAKA,LYANTONDE DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-05T00:00:00Z,2022-11-09,2022-11-10,25,35,60,22,28,50,10,Fail,poor,0,2,0,0,0,7,1,86.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,70,10,0.17
UGA,MASAKA,MASAKA CITY,UGAnOPV,nOPV2,Rnd2,21,2022-12-02T00:00:00Z,2022-12-06,2022-12-06,31,29,60,16,14,30,30,Fail,very poor,1,15,0,0,0,0,14,98.33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.33,50,0,0,0,0,46.67,0.5
UGA,MASAKA,MASAKA DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-09T00:00:00Z,2022-11-13,2022-11-15,30,30,60,27,27,54,6,Fail,moderate,0,0,0,0,0,0,6,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.1
UGA,MASAKA,RAKAI,UGAnOPV,nOPV2,Rnd2,21,2022-11-05T00:00:00Z,2022-11-09,2022-11-10,27,33,60,26,32,58,2,Pass,high,0,1,0,0,0,0,1,98.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0.03
UGA,MASAKA,SSEMBABAULE,UGAnOPV,nOPV2,Rnd2,18,2022-11-10T00:00:00Z,2022-11-14,2022-11-15,35,25,60,33,23,56,4,Fail,moderate,0,0,0,0,0,4,0,93.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.07
UGA,MBALE,BUDAKA,UGA-2024-08-01_nOPV,nOPV2,Rnd1,21,2024-10-02T00:00:00Z,2024-10-06,2024-10-07,32,28,60,23,21,44,16,Fail,poor,0,1,2,0,0,0,13,91.67,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,12.5,0,0,0,81.25,0.27
UGA,MBALE,BUDAKA,UGA-2024-08-01_nOPV,nOPV2,Rnd2,19,2024-11-09T00:00:00Z,2024-11-13,2024-11-14,31,29,60,27,26,53,7,Fail,moderate,0,0,2,0,0,5,0,100,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,0,71.43,0,0.12
UGA,MBALE,BUDAKA,UGAnOPV,nOPV2,Rnd2,19,2022-11-07T00:00:00Z,2022-11-11,2022-11-12,28,32,60,19,25,44,16,Fail,poor,0,5,0,0,0,10,1,93.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.25,0,0,0,62.5,6.25,0.27
UGA,MBALE,BUDUDA,UGA-2024-08-01_nOPV,nOPV2,Rnd1,21,2024-10-02T00:00:00Z,2024-10-06,2024-10-07,30,30,60,22,24,46,14,Fail,poor,0,0,0,0,0,0,14,81.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.23
