country,province,district,response,vaccine.type,roundNumber,numbercluster,round_start_date,start_date,end_date,male_sampled,female_sampled,total_sampled,male_vaccinated,female_vaccinated,total_vaccinated,total_missed,status,performance,r_non_compliance,r_house_not_visited,r_childabsent,r_Child_was_asleep,r_Child_is_a_visitor,r_Vaccinated_but_not_FM,other_r,percent_care_giver_informed_sia,abs_reason_school,abs_reason_travelled,abs_reason_farm,abs_reason_in_playground,abs_reason_market,abs_reason_other,nc_reason_vaccines_safety,nc_reason_too_many_rnd,nc_reason_religious_cultural,nc_reason_covid_19,nc_reason_others,nc_reason_no_felt_need,nc_reason_child_sick,nc_reason_nopvconcern,nc_reason_no_care_giver_consent,prct_r_non_compliance,prct_r_house_not_visited,prct_r_childabsent,prct_r_Child_was_asleep,prct_r_Child_is_a_visitor,prct_r_Vaccinated_but_not_FM,prct_other_r,proportion_missed_child
TNZ,GEITA,MBOGWE DC,TNZ-2026-02-01_nOPV_sNID,nOPV2,Rnd2,6,2026-05-07T00:00:00Z,2026-05-11,2026-05-12,6,4,10,6,3,9,51,Fail,very poor,0,0,1,0,0,0,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0,0,0,98.04,5.1
TNZ,GEITA,NYANG'HWALE DC,MLW_WPV1,bOPV,Rnd2,21,2022-05-21T00:00:00Z,2022-05-25,2022-05-27,27,33,60,27,32,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
TNZ,GEITA,NYANG'HWALE DC,MLW_WPV1,bOPV,Rnd3,21,2022-09-04T00:00:00Z,2022-09-08,2022-09-10,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,GEITA,NYANG'HWALE DC,MLW_WPV1,bOPV,Rnd4,21,2022-12-04T00:00:00Z,2022-12-08,2022-12-10,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,GEITA,NYANG'HWALE DC,TNZ-2026-02-01_nOPV_sNID,nOPV2,Rnd1,21,2026-03-24T00:00:00Z,2026-03-28,2026-03-29,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,GEITA,NYANG'HWALE DC,TNZ-2026-02-01_nOPV_sNID,nOPV2,Rnd2,6,2026-05-07T00:00:00Z,2026-05-11,2026-05-12,6,4,10,4,4,8,52,Fail,very poor,0,1,1,0,0,0,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92,1.92,0,0,0,96.15,5.2
TNZ,IRINGA,IRINGA DC,MLW_WPV1,bOPV,Rnd2,16,2022-05-21T00:00:00Z,2022-05-25,2022-05-27,29,31,60,28,31,59,1,Pass,high,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0.02
TNZ,IRINGA,IRINGA DC,MLW_WPV1,bOPV,Rnd3,21,2022-09-11T00:00:00Z,2022-09-15,2022-09-17,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,IRINGA,IRINGA DC,MLW_WPV1,bOPV,Rnd4,21,2022-12-04T00:00:00Z,2022-12-08,2022-12-10,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,IRINGA,IRINGA MC,MLW_WPV1,bOPV,Rnd2,21,2022-05-21T00:00:00Z,2022-05-25,2022-05-27,32,28,60,26,24,50,10,Fail,poor,0,5,2,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,20,0,0,20,10,0.17
TNZ,IRINGA,IRINGA MC,MLW_WPV1,bOPV,Rnd3,21,2022-09-11T00:00:00Z,2022-09-15,2022-09-17,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,IRINGA,IRINGA MC,MLW_WPV1,bOPV,Rnd4,21,2022-12-04T00:00:00Z,2022-12-08,2022-12-10,25,35,60,25,35,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,IRINGA,KILOLO DC,MLW_WPV1,bOPV,Rnd2,21,2022-05-21T00:00:00Z,2022-05-25,2022-05-27,32,28,60,28,25,53,7,Fail,moderate,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14.29,0,0,0,0,85.71,0,0.12
TNZ,IRINGA,KILOLO DC,MLW_WPV1,bOPV,Rnd3,21,2022-09-11T00:00:00Z,2022-09-15,2022-09-17,22,38,60,22,38,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,IRINGA,KILOLO DC,MLW_WPV1,bOPV,Rnd4,21,2022-12-04T00:00:00Z,2022-12-08,2022-12-10,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,IRINGA,MAFINGA TC,MLW_WPV1,bOPV,Rnd2,21,2022-05-21T00:00:00Z,2022-05-25,2022-05-27,30,30,60,30,26,56,4,Fail,moderate,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,50,0,0.07
TNZ,IRINGA,MAFINGA TC,MLW_WPV1,bOPV,Rnd3,21,2022-09-11T00:00:00Z,2022-09-15,2022-09-17,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,IRINGA,MAFINGA TC,MLW_WPV1,bOPV,Rnd4,21,2022-12-04T00:00:00Z,2022-12-08,2022-12-10,25,35,60,25,35,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,IRINGA,MUFINDI DC,MLW_WPV1,bOPV,Rnd2,21,2022-05-21T00:00:00Z,2022-05-25,2022-05-27,30,30,60,29,26,55,5,Fail,moderate,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.08
TNZ,IRINGA,MUFINDI DC,MLW_WPV1,bOPV,Rnd3,21,2022-09-11T00:00:00Z,2022-09-15,2022-09-17,22,38,60,22,38,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,IRINGA,MUFINDI DC,MLW_WPV1,bOPV,Rnd4,21,2022-12-04T00:00:00Z,2022-12-08,2022-12-10,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KAGERA,BIHARAMULO DC,MLW_WPV1,bOPV,Rnd2,21,2022-05-22T00:00:00Z,2022-05-26,2022-05-28,27,33,60,26,30,56,4,Fail,moderate,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,50,0,50,0,0,0,0,0.07
TNZ,KAGERA,BIHARAMULO DC,MLW_WPV1,bOPV,Rnd3,21,2022-09-04T00:00:00Z,2022-09-08,2022-09-10,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KAGERA,BIHARAMULO DC,MLW_WPV1,bOPV,Rnd4,21,2022-12-04T00:00:00Z,2022-12-08,2022-12-10,35,25,60,35,25,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KAGERA,BIHARAMULO DC,TNZ-2023-07-01_nOPV,nOPV2,Rnd1,21,2023-09-24T00:00:00Z,2023-09-28,2023-09-30,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KAGERA,BIHARAMULO DC,TNZ-2023-07-01_nOPV,nOPV2,Rnd2,21,2023-11-05T00:00:00Z,2023-11-09,2023-11-11,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KAGERA,BUKOBA DC,MLW_WPV1,bOPV,Rnd2,21,2022-05-21T00:00:00Z,2022-05-25,2022-05-27,37,23,60,37,23,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KAGERA,BUKOBA DC,MLW_WPV1,bOPV,Rnd3,21,2022-09-04T00:00:00Z,2022-09-08,2022-09-10,39,21,60,39,21,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KAGERA,BUKOBA DC,MLW_WPV1,bOPV,Rnd4,21,2022-12-04T00:00:00Z,2022-12-08,2022-12-10,35,25,60,35,25,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KAGERA,BUKOBA DC,TNZ-2023-07-01_nOPV,nOPV2,Rnd1,21,2023-09-24T00:00:00Z,2023-09-28,2023-09-30,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KAGERA,BUKOBA DC,TNZ-2023-07-01_nOPV,nOPV2,Rnd2,21,2023-11-05T00:00:00Z,2023-11-09,2023-11-11,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KAGERA,BUKOBA MC,MLW_WPV1,bOPV,Rnd2,21,2022-05-21T00:00:00Z,2022-05-25,2022-05-27,25,35,60,25,35,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KAGERA,BUKOBA MC,MLW_WPV1,bOPV,Rnd3,21,2022-09-04T00:00:00Z,2022-09-08,2022-09-10,23,37,60,23,34,57,3,Pass,high,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,0,33.33,0,0,0,0.05
TNZ,KAGERA,BUKOBA MC,MLW_WPV1,bOPV,Rnd4,21,2022-12-04T00:00:00Z,2022-12-08,2022-12-10,36,24,60,36,24,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KAGERA,BUKOBA MC,TNZ-2023-07-01_nOPV,nOPV2,Rnd1,21,2023-09-24T00:00:00Z,2023-09-28,2023-09-30,25,35,60,25,35,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KAGERA,BUKOBA MC,TNZ-2023-07-01_nOPV,nOPV2,Rnd2,21,2023-11-05T00:00:00Z,2023-11-09,2023-11-11,36,24,60,36,24,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KAGERA,KARAGWE DC,MLW_WPV1,bOPV,Rnd2,21,2022-05-21T00:00:00Z,2022-05-25,2022-05-27,41,19,60,41,19,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KAGERA,KARAGWE DC,MLW_WPV1,bOPV,Rnd3,22,2022-09-04T00:00:00Z,2022-09-08,2022-09-10,30,30,60,30,29,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
TNZ,KAGERA,KARAGWE DC,MLW_WPV1,bOPV,Rnd4,21,2022-12-04T00:00:00Z,2022-12-08,2022-12-10,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KAGERA,KARAGWE DC,TNZ-2023-07-01_nOPV,nOPV2,Rnd1,21,2023-09-23T00:00:00Z,2023-09-27,2023-09-30,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KAGERA,KARAGWE DC,TNZ-2023-07-01_nOPV,nOPV2,Rnd2,21,2023-11-05T00:00:00Z,2023-11-09,2023-11-11,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KAGERA,KYERWA DC,MLW_WPV1,bOPV,Rnd2,10,2022-05-22T00:00:00Z,2022-05-26,2022-05-28,36,24,60,30,22,52,8,Fail,moderate,0,0,1,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,87.5,0,0.13
TNZ,KAGERA,KYERWA DC,MLW_WPV1,bOPV,Rnd3,21,2022-09-04T00:00:00Z,2022-09-08,2022-09-10,35,25,60,35,25,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KAGERA,KYERWA DC,MLW_WPV1,bOPV,Rnd4,21,2022-12-04T00:00:00Z,2022-12-08,2022-12-10,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KAGERA,KYERWA DC,TNZ-2023-07-01_nOPV,nOPV2,Rnd1,21,2023-09-24T00:00:00Z,2023-09-28,2023-09-29,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KAGERA,KYERWA DC,TNZ-2023-07-01_nOPV,nOPV2,Rnd2,21,2023-11-05T00:00:00Z,2023-11-09,2023-11-11,24,36,60,24,36,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KAGERA,MISSENYI DC,MLW_WPV1,bOPV,Rnd2,21,2022-05-21T00:00:00Z,2022-05-25,2022-05-27,32,28,60,24,25,49,11,Fail,poor,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,90.91,0,0.18
TNZ,KAGERA,MISSENYI DC,MLW_WPV1,bOPV,Rnd3,21,2022-09-04T00:00:00Z,2022-09-08,2022-09-10,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KAGERA,MISSENYI DC,MLW_WPV1,bOPV,Rnd4,21,2022-12-04T00:00:00Z,2022-12-08,2022-12-10,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KAGERA,MISSENYI DC,TNZ-2023-07-01_nOPV,nOPV2,Rnd1,21,2023-09-24T00:00:00Z,2023-09-28,2023-09-30,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KAGERA,MISSENYI DC,TNZ-2023-07-01_nOPV,nOPV2,Rnd2,21,2023-11-05T00:00:00Z,2023-11-09,2023-11-11,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KAGERA,MULEBA DC,MLW_WPV1,bOPV,Rnd2,21,2022-05-21T00:00:00Z,2022-05-25,2022-05-27,28,32,60,28,31,59,1,Pass,high,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.02
TNZ,KAGERA,MULEBA DC,MLW_WPV1,bOPV,Rnd3,21,2022-09-04T00:00:00Z,2022-09-08,2022-09-10,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KAGERA,MULEBA DC,MLW_WPV1,bOPV,Rnd4,21,2022-12-04T00:00:00Z,2022-12-08,2022-12-11,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KAGERA,MULEBA DC,TNZ-2023-07-01_nOPV,nOPV2,Rnd1,21,2023-09-24T00:00:00Z,2023-09-28,2023-09-30,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KAGERA,MULEBA DC,TNZ-2023-07-01_nOPV,nOPV2,Rnd2,21,2023-11-05T00:00:00Z,2023-11-09,2023-11-11,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KAGERA,NGARA DC,MLW_WPV1,bOPV,Rnd2,21,2022-05-21T00:00:00Z,2022-05-25,2022-05-26,27,33,60,27,32,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
TNZ,KAGERA,NGARA DC,MLW_WPV1,bOPV,Rnd3,21,2022-09-04T00:00:00Z,2022-09-08,2022-09-10,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KAGERA,NGARA DC,MLW_WPV1,bOPV,Rnd4,21,2022-12-04T00:00:00Z,2022-12-08,2022-12-10,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KAGERA,NGARA DC,TNZ-2023-07-01_nOPV,nOPV2,Rnd1,21,2023-09-24T00:00:00Z,2023-09-28,2023-09-30,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KAGERA,NGARA DC,TNZ-2023-07-01_nOPV,nOPV2,Rnd2,21,2023-11-05T00:00:00Z,2023-11-09,2023-11-11,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KASKAZINI PEMBA,MICHEWENI DC,MLW_WPV1,bOPV,Rnd2,21,2022-05-24T00:00:00Z,2022-05-28,2022-05-29,22,38,60,21,37,58,2,Pass,high,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50,0,0.03
TNZ,KASKAZINI PEMBA,MICHEWENI DC,MLW_WPV1,bOPV,Rnd3,21,2022-09-04T00:00:00Z,2022-09-08,2022-09-10,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KASKAZINI PEMBA,MICHEWENI DC,MLW_WPV1,bOPV,Rnd4,21,2022-11-22T00:00:00Z,2022-11-26,2022-11-28,36,24,60,36,24,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KASKAZINI PEMBA,WETE DC,MLW_WPV1,bOPV,Rnd2,21,2022-05-23T00:00:00Z,2022-05-27,2022-05-29,30,30,60,27,26,53,7,Fail,moderate,0,2,3,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,42.86,0,0,0,28.57,0.12
TNZ,KASKAZINI PEMBA,WETE DC,MLW_WPV1,bOPV,Rnd3,21,2022-09-04T00:00:00Z,2022-09-08,2022-09-10,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KASKAZINI PEMBA,WETE DC,MLW_WPV1,bOPV,Rnd4,21,2022-11-22T00:00:00Z,2022-11-26,2022-11-28,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KASKAZINI UNGUJA,KASKAZINI A DC,MLW_WPV1,bOPV,Rnd3,21,2022-09-04T00:00:00Z,2022-09-08,2022-09-09,28,32,60,27,32,59,1,Pass,high,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.02
TNZ,KASKAZINI UNGUJA,KASKAZINI A DC,MLW_WPV1,bOPV,Rnd4,21,2022-11-22T00:00:00Z,2022-11-26,2022-11-28,25,35,60,25,35,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KASKAZINI UNGUJA,KASKAZINI B DC,MLW_WPV1,bOPV,Rnd2,21,2022-05-24T00:00:00Z,2022-05-28,2022-05-29,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KASKAZINI UNGUJA,KASKAZINI B DC,MLW_WPV1,bOPV,Rnd3,21,2022-09-04T00:00:00Z,2022-09-08,2022-09-10,38,22,60,38,22,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KASKAZINI UNGUJA,KASKAZINI B DC,MLW_WPV1,bOPV,Rnd4,21,2022-11-22T00:00:00Z,2022-11-26,2022-11-28,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KATAVI,MLELE DC,MLW_WPV1,bOPV,Rnd2,21,2022-05-21T00:00:00Z,2022-05-25,2022-05-27,35,25,60,35,25,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KATAVI,MLELE DC,MLW_WPV1,bOPV,Rnd3,21,2022-09-04T00:00:00Z,2022-09-08,2022-09-10,34,26,60,33,26,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
TNZ,KATAVI,MLELE DC,MLW_WPV1,bOPV,Rnd4,21,2022-12-04T00:00:00Z,2022-12-08,2022-12-10,24,36,60,24,36,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KATAVI,MLELE DC,TNZ-2023-07-01_nOPV,nOPV2,Rnd1,21,2023-09-24T00:00:00Z,2023-09-28,2023-09-30,25,35,60,25,35,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KATAVI,MLELE DC,TNZ-2023-07-01_nOPV,nOPV2,Rnd2,21,2023-11-05T00:00:00Z,2023-11-09,2023-11-11,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KATAVI,MPANDA DC,MLW_WPV1,bOPV,Rnd2,21,2022-05-21T00:00:00Z,2022-05-25,2022-05-30,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KATAVI,MPANDA DC,MLW_WPV1,bOPV,Rnd3,21,2022-09-04T00:00:00Z,2022-09-08,2022-09-10,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KATAVI,MPANDA DC,MLW_WPV1,bOPV,Rnd4,19,2022-12-04T00:00:00Z,2022-12-08,2022-12-10,35,25,60,35,25,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KATAVI,MPANDA DC,TNZ-2023-07-01_nOPV,nOPV2,Rnd1,21,2023-09-24T00:00:00Z,2023-09-28,2023-09-30,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KATAVI,MPANDA DC,TNZ-2023-07-01_nOPV,nOPV2,Rnd2,21,2023-11-05T00:00:00Z,2023-11-09,2023-11-11,32,28,60,32,27,59,1,Pass,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
TNZ,KATAVI,MPANDA TC,MLW_WPV1,bOPV,Rnd2,21,2022-05-21T00:00:00Z,2022-05-25,2022-05-27,30,30,60,24,26,50,10,Fail,poor,0,0,5,0,0,3,2,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,30,20,0.17
TNZ,KATAVI,MPANDA TC,MLW_WPV1,bOPV,Rnd3,21,2022-09-04T00:00:00Z,2022-09-08,2022-09-10,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KATAVI,MPANDA TC,MLW_WPV1,bOPV,Rnd4,21,2022-12-04T00:00:00Z,2022-12-08,2022-12-10,23,37,60,23,37,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KATAVI,MPANDA TC,TNZ-2023-07-01_nOPV,nOPV2,Rnd1,21,2023-09-24T00:00:00Z,2023-09-28,2023-09-30,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
