country,province,district,response,vaccine.type,roundNumber,numbercluster,round_start_date,start_date,end_date,male_sampled,female_sampled,total_sampled,male_vaccinated,female_vaccinated,total_vaccinated,total_missed,status,performance,r_Non_Compliance,r_House_not_visited,r_childabsent,r_Child_was_asleep,r_Child_is_a_visitor,r_Vaccinated_but_not_FM,other_r,percent_care_Giver_Informed_SIA,abs_reason_in_playground,abs_reason_travelled,abs_reason_farm,abs_reason_market,abs_reason_other,abs_reason_school,nc_reason_vaccines_safety,nc_reason_no_care_giver_consent,nc_reason_religious_cultural,nc_reason_child_sick,nc_reason_others,nc_reason_no_felt_need,prct_r_Non_Compliance,prct_r_House_not_visited,prct_r_childabsent,prct_r_Child_was_asleep,prct_r_Child_is_a_visitor,prct_r_Vaccinated_but_not_FM,prct_other_r,proportion_missed_child
MAU,GORGOL,M_BOUT,MAU-2024-01-01_nOPV,nOPV2,Rnd1,21,2024-03-28T00:00:00Z,2024-04-01,2024-04-02,30,30,60,10,10,20,40,Fail,very poor,1,4,0,0,0,32,3,60,0,0,0,0,0,0,0,0,0,0,1,0,2.5,10,0,0,0,80,7.5,0.67
MAU,GORGOL,M_BOUT,MAU-2024-01-01_nOPV,nOPV2,Rnd2,21,2024-05-23T00:00:00Z,2024-05-27,2024-05-28,34,26,60,32,26,58,2,Pass,high,0,0,2,0,0,0,0,100,0,2,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
MAU,GORGOL,M_BOUT,MAU_57DS_08-2021nOPV,nOPV2,Rnd1,21,2021-12-14T00:00:00Z,2021-12-18,2021-12-19,27,33,60,21,25,46,14,Fail,poor,0,0,0,0,0,0,14,76.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.23
MAU,GORGOL,M_BOUT,MAU_57DS_08-2021nOPV,nOPV2,Rnd2,21,2022-03-31T00:00:00Z,2022-04-04,2022-04-06,38,22,60,29,19,48,12,Fail,poor,0,9,2,0,0,1,0,85,0,1,0,0,0,1,0,0,0,0,0,0,0,75,16.67,0,0,8.33,0,0.2
MAU,GUIDIMAGHA,GHABOU,MAU-2024-01-01_nOPV,nOPV2,Rnd1,21,2024-03-28T00:00:00Z,2024-04-01,2024-04-02,33,27,60,32,27,59,1,Pass,high,0,0,1,0,0,0,0,98.33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
MAU,GUIDIMAGHA,GHABOU,MAU-2024-01-01_nOPV,nOPV2,Rnd2,21,2024-05-23T00:00:00Z,2024-05-27,2024-05-28,36,24,60,35,23,58,2,Pass,high,0,2,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.03
MAU,GUIDIMAGHA,GHABOU,MAU_57DS_08-2021nOPV,nOPV2,Rnd1,21,2021-12-13T00:00:00Z,2021-12-17,2021-12-18,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAU,GUIDIMAGHA,GHABOU,MAU_57DS_08-2021nOPV,nOPV2,Rnd2,21,2022-04-01T00:00:00Z,2022-04-05,2022-04-07,27,33,60,25,25,50,10,Fail,poor,0,0,0,0,0,10,0,88.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.17
MAU,GUIDIMAGHA,OULD YENGE,MAU-2024-01-01_nOPV,nOPV2,Rnd1,21,2024-03-28T00:00:00Z,2024-04-01,2024-04-02,33,27,60,30,27,57,3,Pass,high,0,0,1,0,0,2,0,56.67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33.33,0,0,66.67,0,0.05
MAU,GUIDIMAGHA,OULD YENGE,MAU-2024-01-01_nOPV,nOPV2,Rnd2,21,2024-05-23T00:00:00Z,2024-05-27,2024-05-28,34,26,60,27,23,50,10,Fail,poor,0,10,0,0,0,0,0,66.67,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.17
MAU,GUIDIMAGHA,OULD YENGE,MAU_57DS_08-2021nOPV,nOPV2,Rnd1,21,2021-12-13T00:00:00Z,2021-12-17,2021-12-18,30,30,60,24,14,38,22,Fail,very poor,0,19,3,0,0,0,0,38.33,0,0,3,0,0,0,0,0,0,0,0,0,0,86.36,13.64,0,0,0,0,0.37
MAU,GUIDIMAGHA,OULD YENGE,MAU_57DS_08-2021nOPV,nOPV2,Rnd2,21,2022-04-01T00:00:00Z,2022-04-05,2022-04-07,27,33,60,27,32,59,1,Pass,high,0,0,1,0,0,0,0,73.33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
MAU,GUIDIMAGHA,SEILIBABY,MAU-2024-01-01_nOPV,nOPV2,Rnd1,6,2024-03-28T00:00:00Z,2024-04-01,2024-04-02,35,25,60,33,23,56,4,Fail,moderate,0,0,2,0,0,2,0,1.67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0.07
MAU,GUIDIMAGHA,SEILIBABY,MAU-2024-01-01_nOPV,nOPV2,Rnd2,21,2024-05-23T00:00:00Z,2024-05-27,2024-05-28,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,73.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAU,GUIDIMAGHA,SELIBABI,MAU_57DS_08-2021nOPV,nOPV2,Rnd1,21,2021-12-13T00:00:00Z,2021-12-17,2021-12-18,35,25,60,32,23,55,5,Fail,moderate,0,1,2,0,0,0,2,20,1,0,0,0,1,0,0,0,0,0,0,0,0,20,40,0,0,0,40,0.08
MAU,GUIDIMAGHA,SELIBABI,MAU_57DS_08-2021nOPV,nOPV2,Rnd2,21,2022-03-31T00:00:00Z,2022-04-04,2022-04-06,36,24,60,33,22,55,5,Fail,moderate,0,3,1,0,0,1,0,51.67,0,0,1,0,0,0,0,0,0,0,0,0,0,60,20,0,0,20,0,0.08
MAU,GUIDIMAGHA,WOMPOU,MAU-2024-01-01_nOPV,nOPV2,Rnd1,21,2024-03-28T00:00:00Z,2024-04-01,2024-04-02,36,24,60,36,24,60,0,Pass,high,0,0,0,0,0,0,0,68.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAU,GUIDIMAGHA,WOMPOU,MAU-2024-01-01_nOPV,nOPV2,Rnd2,21,2024-05-23T00:00:00Z,2024-05-27,2024-05-28,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAU,GUIDIMAGHA,WOMPOU,MAU_57DS_08-2021nOPV,nOPV2,Rnd2,21,2022-03-31T00:00:00Z,2022-04-04,2022-04-06,37,23,60,36,23,59,1,Pass,high,0,0,1,0,0,0,0,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
MAU,HODH ECHARGHI,ADEL BAGHROU,MAU-2024-01-01_nOPV,nOPV2,Rnd1,21,2024-03-28T00:00:00Z,2024-04-01,2024-04-02,30,30,60,29,29,58,2,Pass,high,0,0,0,0,0,0,2,63.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.03
MAU,HODH ECHARGHI,ADEL BAGHROU,MAU-2024-01-01_nOPV,nOPV2,Rnd2,6,2024-05-23T00:00:00Z,2024-05-27,2024-05-28,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAU,HODH ECHARGHI,ADEL BAGHROU,MAU_57DS_08-2021nOPV,nOPV2,Rnd2,21,2022-03-31T00:00:00Z,2022-04-04,2022-04-05,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,83.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAU,HODH ECHARGHI,AMOURJ,MAU-2024-01-01_nOPV,nOPV2,Rnd1,21,2024-03-28T00:00:00Z,2024-04-01,2024-04-02,36,24,60,15,13,28,32,Fail,very poor,0,18,2,1,0,10,1,46.67,0,2,0,0,0,0,0,0,0,0,0,0,0,56.25,6.25,3.12,0,31.25,3.12,0.53
MAU,HODH ECHARGHI,AMOURJ,MAU-2024-01-01_nOPV,nOPV2,Rnd2,21,2024-05-23T00:00:00Z,2024-05-27,2024-05-28,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAU,HODH ECHARGHI,AMOURJ,MAU_57DS_08-2021nOPV,nOPV2,Rnd1,17,2021-12-13T00:00:00Z,2021-12-17,2021-12-19,32,28,60,13,11,24,36,Fail,very poor,1,30,1,0,0,4,0,60,0,0,0,1,0,0,0,0,0,0,1,0,2.78,83.33,2.78,0,0,11.11,0,0.6
MAU,HODH ECHARGHI,AMOURJ,MAU_57DS_08-2021nOPV,nOPV2,Rnd2,21,2022-03-31T00:00:00Z,2022-04-04,2022-04-05,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAU,HODH ECHARGHI,BASSIKNOU,MAU-2024-01-01_nOPV,nOPV2,Rnd1,21,2024-03-28T00:00:00Z,2024-04-01,2024-04-02,33,27,60,25,21,46,14,Fail,poor,0,10,3,0,0,1,0,66.67,2,0,0,1,0,0,0,0,0,0,0,0,0,71.43,21.43,0,0,7.14,0,0.23
MAU,HODH ECHARGHI,BASSIKNOU,MAU-2024-01-01_nOPV,nOPV2,Rnd2,21,2024-05-23T00:00:00Z,2024-05-27,2024-05-28,35,25,60,32,17,49,11,Fail,poor,0,6,0,0,0,5,0,61.67,0,0,0,0,0,0,0,0,0,0,0,0,0,54.55,0,0,0,45.45,0,0.18
MAU,HODH ECHARGHI,BASSIKNOU,MAU_57DS_08-2021nOPV,nOPV2,Rnd1,21,2021-12-14T00:00:00Z,2021-12-18,2021-12-19,28,32,60,18,20,38,22,Fail,very poor,0,6,3,1,0,9,3,45,0,2,1,0,0,0,0,0,0,0,0,0,0,27.27,13.64,4.55,0,40.91,13.64,0.37
MAU,HODH ECHARGHI,BASSIKNOU,MAU_57DS_08-2021nOPV,nOPV2,Rnd2,21,2022-03-31T00:00:00Z,2022-04-04,2022-04-05,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAU,HODH ECHARGHI,DJIGUENI,MAU-2024-01-01_nOPV,nOPV2,Rnd1,6,2024-03-28T00:00:00Z,2024-04-01,2024-04-02,36,24,60,23,18,41,19,Fail,poor,0,6,3,0,0,10,0,28.33,1,0,0,0,2,0,0,0,0,0,0,0,0,31.58,15.79,0,0,52.63,0,0.32
MAU,HODH ECHARGHI,DJIGUENI,MAU-2024-01-01_nOPV,nOPV2,Rnd2,21,2024-05-23T00:00:00Z,2024-05-27,2024-05-28,20,40,60,18,29,47,13,Fail,poor,0,1,2,1,0,8,1,41.67,1,0,0,0,1,0,0,0,0,0,0,0,0,7.69,15.38,7.69,0,61.54,7.69,0.22
MAU,HODH ECHARGHI,DJIGUENI,MAU_57DS_08-2021nOPV,nOPV2,Rnd1,16,2021-12-14T00:00:00Z,2021-12-18,2021-12-19,24,26,50,20,22,42,18,Fail,poor,0,0,7,0,0,0,11,62,0,0,0,0,7,0,0,0,0,0,0,0,0,0,38.89,0,0,0,61.11,0.36
MAU,HODH ECHARGHI,DJIGUENI,MAU_57DS_08-2021nOPV,nOPV2,Rnd2,21,2022-03-31T00:00:00Z,2022-04-04,2022-04-06,22,38,60,21,36,57,3,Pass,high,0,0,2,0,0,0,1,78.33,0,0,0,0,2,0,0,0,0,0,0,0,0,0,66.67,0,0,0,33.33,0.05
MAU,HODH ECHARGHI,D_HAR,MAU-2024-01-01_nOPV,nOPV2,Rnd1,21,2024-03-28T00:00:00Z,2024-04-01,2024-04-02,34,26,60,30,24,54,6,Fail,moderate,2,1,3,0,0,0,0,93.33,0,0,0,0,3,0,1,0,0,0,1,0,33.33,16.67,50,0,0,0,0,0.1
MAU,HODH ECHARGHI,D_HAR,MAU-2024-01-01_nOPV,nOPV2,Rnd2,21,2024-05-23T00:00:00Z,2024-05-27,2024-05-28,37,23,60,24,12,36,24,Fail,very poor,0,22,2,0,0,0,0,45,0,1,0,0,1,0,0,0,0,0,0,0,0,91.67,8.33,0,0,0,0,0.4
MAU,HODH ECHARGHI,D_HAR,MAU_57DS_08-2021nOPV,nOPV2,Rnd2,21,2022-03-31T00:00:00Z,2022-04-04,2022-04-05,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAU,HODH ECHARGHI,NEMA,MAU-2024-01-01_nOPV,nOPV2,Rnd1,21,2024-03-28T00:00:00Z,2024-04-01,2024-04-02,30,30,60,13,13,26,34,Fail,very poor,1,27,1,0,0,1,4,70,0,1,0,0,0,0,1,0,0,0,0,0,2.94,79.41,2.94,0,0,2.94,11.76,0.57
MAU,HODH ECHARGHI,NEMA,MAU-2024-01-01_nOPV,nOPV2,Rnd2,6,2024-05-23T00:00:00Z,2024-05-27,2024-05-28,32,28,60,25,23,48,12,Fail,poor,0,3,1,0,0,8,0,86.67,0,1,0,0,0,0,0,0,0,0,0,0,0,25,8.33,0,0,66.67,0,0.2
MAU,HODH ECHARGHI,NEMA,MAU_57DS_08-2021nOPV,nOPV2,Rnd1,21,2021-12-13T00:00:00Z,2021-12-17,2021-12-18,27,33,60,27,32,59,1,Pass,high,0,1,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
MAU,HODH ECHARGHI,NEMA,MAU_57DS_08-2021nOPV,nOPV2,Rnd2,21,2022-03-31T00:00:00Z,2022-04-04,2022-04-05,30,30,60,27,30,57,3,Pass,high,0,3,0,0,0,0,0,93.33,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.05
MAU,HODH ECHARGHI,N_BEIKIT LAHWACH,MAU_57DS_08-2021nOPV,nOPV2,Rnd1,21,2021-12-13T00:00:00Z,2021-12-17,2021-12-18,26,34,60,5,9,14,46,Fail,very poor,0,13,2,0,0,27,4,28.33,0,1,0,0,1,0,0,0,0,0,0,0,0,28.26,4.35,0,0,58.7,8.7,0.77
MAU,HODH ECHARGHI,OUALATA,MAU-2024-01-01_nOPV,nOPV2,Rnd1,21,2024-03-28T00:00:00Z,2024-04-01,2024-04-02,31,29,60,19,14,33,27,Fail,very poor,2,7,1,0,0,6,11,16.67,0,1,0,0,0,0,0,0,1,0,0,0,7.41,25.93,3.7,0,0,22.22,40.74,0.45
MAU,HODH ECHARGHI,OUALATA,MAU-2024-01-01_nOPV,nOPV2,Rnd2,21,2024-05-23T00:00:00Z,2024-05-27,2024-05-28,38,22,60,36,21,57,3,Pass,high,0,3,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.05
MAU,HODH ECHARGHI,OUALATA,MAU_57DS_08-2021nOPV,nOPV2,Rnd1,21,2021-12-15T00:00:00Z,2021-12-19,2021-12-20,36,24,60,21,11,32,28,Fail,very poor,0,3,10,0,0,15,0,60,2,3,4,1,0,0,0,0,0,0,0,0,0,10.71,35.71,0,0,53.57,0,0.47
MAU,HODH ECHARGHI,OUALATA,MAU_57DS_08-2021nOPV,nOPV2,Rnd2,21,2022-03-31T00:00:00Z,2022-04-04,2022-04-05,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAU,HODH ECHARGHI,TIMBEDRA,MAU-2024-01-01_nOPV,nOPV2,Rnd1,21,2024-03-28T00:00:00Z,2024-04-01,2024-04-02,29,31,60,13,10,23,37,Fail,very poor,0,3,6,1,0,19,8,81.67,0,1,2,1,2,0,0,0,0,0,0,0,0,8.11,16.22,2.7,0,51.35,21.62,0.62
MAU,HODH ECHARGHI,TIMBEDRA,MAU-2024-01-01_nOPV,nOPV2,Rnd2,21,2024-05-23T00:00:00Z,2024-05-27,2024-05-28,30,30,60,20,20,40,20,Fail,very poor,0,0,0,0,0,20,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.33
MAU,HODH ECHARGHI,TIMBEDRA,MAU_57DS_08-2021nOPV,nOPV2,Rnd1,21,2021-12-13T00:00:00Z,2021-12-17,2021-12-18,41,19,60,38,19,57,3,Pass,high,0,1,1,0,0,0,1,51.67,0,0,0,1,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,0,33.33,0.05
MAU,HODH ECHARGHI,TIMBEDRA,MAU_57DS_08-2021nOPV,nOPV2,Rnd2,21,2022-03-31T00:00:00Z,2022-04-04,2022-04-05,32,28,60,30,28,58,2,Pass,high,0,2,0,0,0,0,0,68.33,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.03
MAU,HODH EL GHARBI,AIOUN,MAU-2024-01-01_nOPV,nOPV2,Rnd1,21,2024-03-28T00:00:00Z,2024-04-01,2024-04-02,32,28,60,13,7,20,40,Fail,very poor,0,4,1,1,0,4,30,100,0,1,0,0,0,0,0,0,0,0,0,0,0,10,2.5,2.5,0,10,75,0.67
MAU,HODH EL GHARBI,AIOUN,MAU-2024-01-01_nOPV,nOPV2,Rnd2,20,2024-05-23T00:00:00Z,2024-05-27,2024-05-28,37,23,60,36,21,57,3,Pass,high,0,1,1,0,0,1,0,75,0,1,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,33.33,0,0.05
MAU,HODH EL GHARBI,AIOUN AL ATROUSS,MAU_57DS_08-2021nOPV,nOPV2,Rnd1,21,2021-12-13T00:00:00Z,2021-12-17,2021-12-19,38,22,60,28,16,44,16,Fail,poor,1,13,0,0,0,2,0,95,0,0,0,0,0,0,0,0,0,0,0,1,6.25,81.25,0,0,0,12.5,0,0.27
MAU,HODH EL GHARBI,AIOUN AL ATROUSS,MAU_57DS_08-2021nOPV,nOPV2,Rnd2,21,2022-04-04T00:00:00Z,2022-04-08,2022-04-08,37,23,60,37,23,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAU,HODH EL GHARBI,KOBENNI,MAU-2024-01-01_nOPV,nOPV2,Rnd1,21,2024-03-28T00:00:00Z,2024-04-01,2024-04-02,31,29,60,22,24,46,14,Fail,poor,0,2,2,0,0,10,0,56.67,0,0,0,0,2,0,0,0,0,0,0,0,0,14.29,14.29,0,0,71.43,0,0.23
MAU,HODH EL GHARBI,KOBENNI,MAU-2024-01-01_nOPV,nOPV2,Rnd2,21,2024-05-23T00:00:00Z,2024-05-27,2024-05-28,33,27,60,32,27,59,1,Pass,high,0,0,0,0,0,0,1,23.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.02
MAU,HODH EL GHARBI,KOUBENNI,MAU_57DS_08-2021nOPV,nOPV2,Rnd1,21,2021-12-14T00:00:00Z,2021-12-18,2021-12-19,27,33,60,25,31,56,4,Fail,moderate,1,0,1,0,0,2,0,56.67,0,1,0,0,0,0,1,0,0,0,0,0,25,0,25,0,0,50,0,0.07
MAU,HODH EL GHARBI,KOUBENNI,MAU_57DS_08-2021nOPV,nOPV2,Rnd2,21,2022-03-31T00:00:00Z,2022-04-04,2022-04-06,37,23,60,34,22,56,4,Fail,moderate,0,3,1,0,0,0,0,75,0,1,0,0,0,0,0,0,0,0,0,0,0,75,25,0,0,0,0,0.07
MAU,HODH EL GHARBI,TAMCHEKETT,MAU-2024-01-01_nOPV,nOPV2,Rnd1,21,2024-03-28T00:00:00Z,2024-04-01,2024-04-02,30,30,60,18,19,37,23,Fail,very poor,0,0,1,0,0,21,1,51.67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.35,0,0,91.3,4.35,0.38
MAU,HODH EL GHARBI,TAMCHEKETT,MAU-2024-01-01_nOPV,nOPV2,Rnd2,21,2024-05-23T00:00:00Z,2024-05-27,2024-05-28,25,35,60,21,30,51,9,Fail,poor,3,0,5,0,0,1,0,100,1,4,0,0,0,0,0,0,0,0,0,3,33.33,0,55.56,0,0,11.11,0,0.15
MAU,HODH EL GHARBI,TAMCHEKETT,MAU_57DS_08-2021nOPV,nOPV2,Rnd1,21,2021-12-14T00:00:00Z,2021-12-18,2021-12-19,28,32,60,25,27,52,8,Fail,moderate,1,2,1,0,0,3,1,81.67,0,1,0,0,0,0,0,0,0,0,0,0,12.5,25,12.5,0,0,37.5,12.5,0.13
MAU,HODH EL GHARBI,TAMCHEKETT,MAU_57DS_08-2021nOPV,nOPV2,Rnd2,18,2022-04-01T00:00:00Z,2022-04-05,2022-04-06,36,24,60,34,20,54,6,Fail,moderate,0,5,0,0,0,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,83.33,0,0,0,16.67,0,0.1
MAU,HODH EL GHARBI,TINTANE,MAU-2024-01-01_nOPV,nOPV2,Rnd1,21,2024-03-28T00:00:00Z,2024-04-01,2024-04-02,31,29,60,26,23,49,11,Fail,poor,0,9,2,0,0,0,0,95,0,1,0,0,1,0,0,0,0,0,0,0,0,81.82,18.18,0,0,0,0,0.18
MAU,HODH EL GHARBI,TINTANE,MAU-2024-01-01_nOPV,nOPV2,Rnd2,21,2024-05-23T00:00:00Z,2024-05-27,2024-05-28,34,26,60,33,25,58,2,Pass,high,0,2,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.03
MAU,HODH EL GHARBI,TINTANE,MAU_57DS_08-2021nOPV,nOPV2,Rnd1,21,2021-12-13T00:00:00Z,2021-12-17,2021-12-18,27,33,60,9,14,23,37,Fail,very poor,0,2,6,0,0,27,2,83.33,0,2,0,0,4,0,0,0,0,0,0,0,0,5.41,16.22,0,0,72.97,5.41,0.62
MAU,HODH EL GHARBI,TINTANE,MAU_57DS_08-2021nOPV,nOPV2,Rnd2,21,2022-03-31T00:00:00Z,2022-04-04,2022-04-05,31,29,60,31,27,58,2,Pass,high,1,1,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,1,0,50,50,0,0,0,0,0,0.03
MAU,HODH EL GHARBI,TOUIL,MAU-2024-01-01_nOPV,nOPV2,Rnd1,21,2024-03-28T00:00:00Z,2024-04-01,2024-04-02,27,33,60,10,13,23,37,Fail,very poor,0,0,2,0,0,0,35,98.33,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5.41,0,0,0,94.59,0.62
MAU,HODH EL GHARBI,TOUIL,MAU-2024-01-01_nOPV,nOPV2,Rnd2,21,2024-05-23T00:00:00Z,2024-05-27,2024-05-28,35,25,60,31,24,55,5,Fail,moderate,0,0,1,0,0,4,0,98.33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,0,0,80,0,0.08
MAU,HODH EL GHARBI,TOUIL,MAU_57DS_08-2021nOPV,nOPV2,Rnd2,9,2022-03-31T00:00:00Z,2022-04-04,2022-04-06,28,32,60,18,19,37,23,Fail,very poor,0,11,2,0,0,8,2,61.67,0,0,0,0,2,0,0,0,0,0,0,0,0,47.83,8.7,0,0,34.78,8.7,0.38
MAU,INCHIRI,AKJOUJET,MAU-2024-01-01_nOPV,nOPV2,Rnd1,21,2024-03-28T00:00:00Z,2024-04-01,2024-04-02,26,34,60,16,20,36,24,Fail,very poor,0,10,0,0,0,14,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,41.67,0,0,0,58.33,0,0.4
MAU,INCHIRI,AKJOUJET,MAU-2024-01-01_nOPV,nOPV2,Rnd2,19,2024-05-23T00:00:00Z,2024-05-27,2024-05-28,21,39,60,20,36,56,4,Fail,moderate,0,3,0,0,0,0,1,91.67,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,25,0.07
MAU,INCHIRI,AKJOUJET,MAU_57DS_08-2021nOPV,nOPV2,Rnd1,11,2021-12-13T00:00:00Z,2021-12-17,2021-12-18,31,29,60,23,20,43,17,Fail,poor,0,7,7,0,1,2,0,90,2,2,0,2,1,0,0,0,0,0,0,0,0,41.18,41.18,0,5.88,11.76,0,0.28
MAU,INCHIRI,AKJOUJET,MAU_57DS_08-2021nOPV,nOPV2,Rnd2,6,2022-03-31T00:00:00Z,2022-04-04,2022-04-06,33,27,60,31,27,58,2,Pass,high,0,1,1,0,0,0,0,95,0,0,0,0,0,1,0,0,0,0,0,0,0,50,50,0,0,0,0,0.03
MAU,INCHIRI,BENECHABE,MAU-2024-01-01_nOPV,nOPV2,Rnd1,21,2024-03-28T00:00:00Z,2024-04-01,2024-04-02,34,26,60,20,16,36,24,Fail,very poor,0,3,2,0,0,17,2,55,0,1,0,1,0,0,0,0,0,0,0,0,0,12.5,8.33,0,0,70.83,8.33,0.4
MAU,INCHIRI,BENECHABE,MAU-2024-01-01_nOPV,nOPV2,Rnd2,21,2024-05-23T00:00:00Z,2024-05-27,2024-05-28,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAU,INCHIRI,BENECHABE,MAU_57DS_08-2021nOPV,nOPV2,Rnd1,21,2021-12-13T00:00:00Z,2021-12-17,2021-12-18,22,38,60,21,37,58,2,Pass,high,0,0,0,0,0,2,0,98.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.03
MAU,INCHIRI,BENECHABE,MAU_57DS_08-2021nOPV,nOPV2,Rnd2,21,2022-03-31T00:00:00Z,2022-04-04,2022-04-06,34,26,60,33,26,59,1,Pass,high,1,0,0,0,0,0,0,90,0,0,0,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,0.02
MAU,NOUAKCHOTT NORD,DAR NAIM,MAU-2024-01-01_nOPV,nOPV2,Rnd1,20,2024-03-28T00:00:00Z,2024-04-01,2024-04-02,30,30,60,27,25,52,8,Fail,moderate,1,1,0,0,0,6,0,81.67,0,0,0,0,0,0,0,0,1,0,0,0,12.5,12.5,0,0,0,75,0,0.13
MAU,NOUAKCHOTT NORD,DAR NAIM,MAU-2024-01-01_nOPV,nOPV2,Rnd2,21,2024-05-23T00:00:00Z,2024-05-27,2024-05-28,32,28,60,15,18,33,27,Fail,very poor,0,16,4,0,0,7,0,93.33,0,0,0,0,4,0,0,0,0,0,0,0,0,59.26,14.81,0,0,25.93,0,0.45
MAU,NOUAKCHOTT NORD,DAR NAIM,MAU_57DS_08-2021nOPV,nOPV2,MOPUP,21,2022-07-04T00:00:00Z,2022-07-08,2022-07-09,28,32,60,27,32,59,1,Pass,high,0,1,0,0,0,0,0,91.67,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
MAU,NOUAKCHOTT NORD,DAR NAIM,MAU_57DS_08-2021nOPV,nOPV2,Rnd1,21,2021-12-13T00:00:00Z,2021-12-17,2021-12-19,28,32,60,19,23,42,18,Fail,poor,1,4,2,0,0,11,0,83.33,0,1,0,1,0,0,0,0,0,1,0,0,5.56,22.22,11.11,0,0,61.11,0,0.3
MAU,NOUAKCHOTT NORD,DAR NAIM,MAU_57DS_08-2021nOPV,nOPV2,Rnd2,21,2022-04-01T00:00:00Z,2022-04-05,2022-04-06,30,30,60,25,24,49,11,Fail,poor,1,9,1,0,0,0,0,83.33,0,0,0,1,0,0,0,0,0,0,1,0,9.09,81.82,9.09,0,0,0,0,0.18
