country,province,district,response,vaccine.type,roundNumber,numbercluster,round_start_date,start_date,end_date,male_sampled,female_sampled,total_sampled,male_vaccinated,female_vaccinated,total_vaccinated,total_missed,status,performance,r_non_compliance,r_house_not_visited,r_childabsent,r_Child_was_asleep,r_Child_is_a_visitor,r_Vaccinated_but_not_FM,other_r,percent_care_giver_informed_sia,abs_reason_in_playground,abs_reason_market,abs_reason_other,abs_reason_school,abs_reason_travelled,abs_reason_farm,nc_reason_no_care_giver_consent,nc_reason_no_felt_need,nc_reason_too_many_rnd,nc_reason_vaccines_safety,nc_reason_others,nc_reason_covid_19,nc_reason_religious_cultural,nc_reason_child_sick,prct_r_non_compliance,prct_r_house_not_visited,prct_r_childabsent,prct_r_Child_was_asleep,prct_r_Child_is_a_visitor,prct_r_Vaccinated_but_not_FM,prct_other_r,proportion_missed_child
ETH,AMHARA,NORTH GONDAR,Addis Ababa,,Rnd1,42,2024-10-10T00:00:00Z,2024-10-14,2024-10-16,52,68,120,52,68,120,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,AMHARA,NORTH GONDAR,Addis Ababa,,Rnd2,42,2024-12-09T00:00:00Z,2024-12-13,2024-12-16,57,63,120,57,63,120,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,AMHARA,NORTH GONDAR,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,84,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,132,108,240,131,108,239,1,Pass,high,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
ETH,AMHARA,NORTH SHEWA,ADDIS ABABA,nOPV2,Rnd1,65,2021-10-26T00:00:00Z,2021-10-30,2022-04-21,104,86,190,100,85,185,5,Fail,moderate,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.03
ETH,AMHARA,NORTH SHEWA,Addis Ababa,,Rnd1,117,2024-10-04T00:00:00Z,2024-10-08,2024-10-21,184,186,370,178,178,356,14,Fail,poor,3,2,0,0,0,7,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,21.43,14.29,0,0,0,50,14.29,0.04
ETH,AMHARA,NORTH SHEWA,Addis Ababa,,Rnd2,106,2024-12-09T00:00:00Z,2024-12-13,2024-12-17,150,150,300,149,145,294,6,Fail,moderate,0,1,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,66.67,0,0.02
ETH,AMHARA,NORTH SHEWA,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,168,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,256,224,480,254,218,472,8,Fail,moderate,0,1,5,1,0,1,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,12.5,62.5,12.5,0,12.5,0,0.02
ETH,AMHARA,NORTH WOLLO,ADDIS ABABA,nOPV2,Rnd1,184,2022-09-29T00:00:00Z,2022-10-03,2022-12-12,299,301,600,262,262,524,76,Fail,very poor,1,34,13,1,0,21,6,0,1,1,4,1,1,5,0,0,0,0,0,0,0,1,1.32,44.74,17.11,1.32,0,27.63,7.89,0.13
ETH,AMHARA,NORTH WOLLO,Addis Ababa,,Rnd1,90,2024-10-15T00:00:00Z,2024-10-19,2024-12-12,132,138,270,131,136,267,3,Pass,high,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,33.33,0,0,0,0.01
ETH,AMHARA,NORTH WOLLO,Addis Ababa,,Rnd2,79,2024-12-07T00:00:00Z,2024-12-11,2024-12-14,116,104,220,113,102,215,5,Fail,moderate,0,0,5,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
ETH,AMHARA,NORTH WOLLO,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,74,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,118,102,220,113,96,209,11,Fail,poor,0,1,5,0,0,5,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,9.09,45.45,0,0,45.45,0,0.05
ETH,AMHARA,OROMIA SPECIAL ZONE,ADDIS ABABA,nOPV2,Rnd1,29,2021-10-20T00:00:00Z,2021-10-24,2022-04-22,51,39,90,51,39,90,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,AMHARA,OROMO SPECIAL ZONE,Addis Ababa,,Rnd1,42,2024-10-10T00:00:00Z,2024-10-14,2024-10-16,65,55,120,65,53,118,2,Pass,high,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0.02
ETH,AMHARA,OROMO SPECIAL ZONE,Addis Ababa,,Rnd2,42,2024-12-07T00:00:00Z,2024-12-11,2024-12-15,64,56,120,63,56,119,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.01
ETH,AMHARA,OROMO SPECIAL ZONE,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,43,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,69,61,130,67,60,127,3,Pass,high,0,0,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
ETH,AMHARA,SOUTH GONDAR,ADDIS ABABA,nOPV2,Rnd1,152,2021-10-18T00:00:00Z,2021-10-22,2022-04-22,282,258,540,279,256,535,5,Fail,moderate,0,0,1,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,0,0,20,60,0.01
ETH,AMHARA,SOUTH GONDAR,Addis Ababa,,Rnd0,45,2025-10-09T00:00:00Z,2025-10-13,2025-10-17,76,64,140,73,63,136,4,Fail,moderate,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,0,0,75,0,0.03
ETH,AMHARA,SOUTH GONDAR,Addis Ababa,,Rnd1,108,2024-10-09T00:00:00Z,2024-10-13,2024-12-14,153,167,320,150,164,314,6,Fail,moderate,0,0,4,0,0,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,66.67,0,0,33.33,0,0.02
ETH,AMHARA,SOUTH GONDAR,Addis Ababa,,Rnd2,18,2024-12-10T00:00:00Z,2024-12-14,2024-12-15,22,18,40,22,18,40,20,Fail,very poor,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.5
ETH,AMHARA,SOUTH GONDAR,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,68,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,108,112,220,105,108,213,7,Fail,moderate,0,2,4,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,28.57,57.14,0,0,14.29,0,0.03
ETH,AMHARA,SOUTH WOLLO,ADDIS ABABA,nOPV2,Rnd1,211,2022-10-06T00:00:00Z,2022-10-10,2022-12-13,315,295,610,313,290,603,7,Fail,moderate,0,0,4,1,0,2,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,57.14,14.29,0,28.57,0,0.01
ETH,AMHARA,SOUTH WOLLO,Addis Ababa,,Rnd1,141,2024-10-10T00:00:00Z,2024-10-14,2024-12-14,218,212,430,216,209,425,5,Fail,moderate,0,2,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,40,40,0,0,20,0,0.01
ETH,AMHARA,SOUTH WOLLO,Addis Ababa,,Rnd2,73,2024-12-08T00:00:00Z,2024-12-12,2024-12-20,91,99,190,90,95,185,5,Fail,moderate,0,0,2,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,40,0,0,60,0,0.03
ETH,AMHARA,SOUTH WOLLO,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,108,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,162,148,310,162,147,309,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
ETH,AMHARA,WAG HEMRA,Addis Ababa,,Rnd1,58,2024-10-10T00:00:00Z,2024-10-14,2024-12-13,78,82,160,78,81,159,1,Pass,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.01
ETH,AMHARA,WAG HEMRA,Addis Ababa,,Rnd2,26,2024-12-08T00:00:00Z,2024-12-12,2024-12-15,39,41,80,37,40,77,3,Pass,high,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,66.67,0,0.04
ETH,AMHARA,WAGHEMIRA,ADDIS ABABA,nOPV2,Rnd1,88,2022-11-23T00:00:00Z,2022-11-27,2022-12-30,155,125,280,107,81,188,92,Fail,very poor,4,29,17,0,0,39,3,0,1,7,5,2,1,1,2,0,0,2,0,0,0,0,4.35,31.52,18.48,0,0,42.39,3.26,0.33
ETH,AMHARA,WAGHIMRA,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,47,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,88,72,160,88,72,160,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,AMHARA,WEST GOJJAM,ADDIS ABABA,nOPV2,Rnd1,45,2021-10-24T00:00:00Z,2021-10-28,2022-04-22,72,68,140,65,64,129,11,Fail,poor,1,3,6,1,0,0,0,0,1,1,0,1,1,2,0,0,0,0,0,0,1,0,9.09,27.27,54.55,9.09,0,0,0,0.08
ETH,AMHARA,WEST GOJJAM,Addis Ababa,,Rnd1,42,2024-10-17T00:00:00Z,2024-10-21,2024-10-25,54,66,120,47,56,103,17,Fail,poor,0,8,6,1,1,0,1,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,47.06,35.29,5.88,5.88,0,5.88,0.14
ETH,AMHARA,WEST GOJJAM,Addis Ababa,,Rnd2,42,2024-12-08T00:00:00Z,2024-12-12,2024-12-15,74,46,120,68,42,110,10,Fail,poor,0,1,5,3,1,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,10,50,30,10,0,0,0.08
ETH,AMHARA,WEST GOJJAM,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,65,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,111,79,190,104,74,178,12,Fail,poor,2,3,2,1,0,4,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,16.67,25,16.67,8.33,0,33.33,0,0.06
ETH,AMHARA,WEST GONDAR,Addis Ababa,,Rnd1,39,2024-10-07T00:00:00Z,2024-10-11,2024-12-04,62,48,110,61,48,109,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.01
ETH,AMHARA,WEST GONDAR,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,21,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,36,24,60,36,24,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,AMHARA,WOLDIA CITY,Addis Ababa,,Rnd1,42,2024-10-07T00:00:00Z,2024-10-11,2024-10-17,60,60,120,57,60,117,3,Pass,high,0,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,0,0,33.33,0,0.03
ETH,AMHARA,WOLDIA CITY,Addis Ababa,,Rnd2,21,2024-12-08T00:00:00Z,2024-12-12,2024-12-13,32,28,60,31,24,55,5,Fail,moderate,0,2,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,40,60,0,0,0,0,0.08
ETH,AMHARA,WOLDIYA TOWN,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,21,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,36,24,60,36,23,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
ETH,AMHARA,WOLKAIT TEGEDIE SETIT HUMERA,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,43,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,60,70,130,60,70,130,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,BENISHANGUL,ASSOSA,Addis Ababa,,Rnd1,68,2025-02-18T00:00:00Z,2025-02-22,2025-02-28,113,97,210,113,97,210,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,BENISHANGUL,ASSOSA,Addis Ababa,,Rnd2,80,2025-05-29T00:00:00Z,2025-06-02,2025-12-19,116,144,260,116,144,260,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,BENISHANGUL,KAMASH,Addis Ababa,,Rnd1,16,2025-02-22T00:00:00Z,2025-02-26,2025-02-28,27,23,50,27,23,50,10,Fail,poor,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.2
ETH,BENISHANGUL,MAOKOMO SP,Addis Ababa,,Rnd1,21,2025-02-21T00:00:00Z,2025-02-25,2025-02-26,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,BENISHANGUL,MAOKOMO SP,Addis Ababa,,Rnd2,21,2025-05-31T00:00:00Z,2025-06-04,2025-06-05,39,21,60,39,21,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,BENISHANGUL,METEKEL,Addis Ababa,,Rnd1,68,2025-02-17T00:00:00Z,2025-02-21,2025-03-14,149,161,310,142,154,296,14,Fail,poor,0,0,3,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,21.43,0,0,78.57,0,0.05
ETH,BENISHANGUL,METEKEL,Addis Ababa,,Rnd2,44,2025-05-28T00:00:00Z,2025-06-01,2025-06-10,71,69,140,70,69,139,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.01
ETH,BENISHANGUL GUMUZ,ASOSA,ADDIS ABABA,nOPV2,Rnd1,94,2021-10-17T00:00:00Z,2021-10-21,2022-04-23,242,198,440,241,197,438,2,Pass,high,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0
ETH,BENISHANGUL GUMUZ,METEKEL,ADDIS ABABA,nOPV2,Rnd1,50,2022-04-12T00:00:00Z,2022-04-16,2022-04-22,71,69,140,71,61,132,8,Fail,moderate,2,1,0,1,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,25,12.5,0,12.5,0,50,0,0.06
ETH,BG,ASOSA,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,67,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,94,106,200,94,105,199,1,Pass,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0
ETH,BG,KAMASH,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,23,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,41,29,70,41,28,69,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.01
ETH,BG,MAOKOMO SP,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,21,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,BG,METEKEL,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,25,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,47,53,100,47,53,100,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,CENTERAL ETHIOPIA,EAST GURAGE,Addis Ababa,,Rnd1,42,2025-02-22T00:00:00Z,2025-02-26,2025-03-01,63,57,120,63,57,120,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,CENTERAL ETHIOPIA,EAST GURAGE,Addis Ababa,,Rnd2,47,2025-05-28T00:00:00Z,2025-06-01,2025-06-06,70,80,150,70,76,146,4,Fail,moderate,0,0,3,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,75,0,0,25,0,0.03
ETH,CENTERAL ETHIOPIA,GURAGE,Addis Ababa,,Rnd1,84,2025-02-22T00:00:00Z,2025-02-26,2025-03-01,139,101,240,139,101,240,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,CENTERAL ETHIOPIA,GURAGE,Addis Ababa,,Rnd2,86,2025-05-29T00:00:00Z,2025-06-02,2025-06-11,112,148,260,112,148,260,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,CENTERAL ETHIOPIA,HADIYA,Addis Ababa,,Rnd1,68,2025-02-17T00:00:00Z,2025-02-21,2025-03-02,102,108,210,77,94,171,39,Fail,very poor,0,28,6,0,1,3,1,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,71.79,15.38,0,2.56,7.69,2.56,0.19
ETH,CENTERAL ETHIOPIA,HADIYA,Addis Ababa,,Rnd2,63,2025-05-31T00:00:00Z,2025-06-04,2025-06-07,96,84,180,81,72,153,27,Fail,very poor,0,0,24,0,1,1,1,0,0,0,20,1,0,3,0,0,0,0,0,0,0,0,0,0,88.89,0,3.7,3.7,3.7,0.15
ETH,CENTERAL ETHIOPIA,HALABA,Addis Ababa,,Rnd1,21,2025-02-24T00:00:00Z,2025-02-28,2025-03-02,39,21,60,34,18,52,8,Fail,moderate,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,0,0,62.5,0,0.13
ETH,CENTERAL ETHIOPIA,HALABA,Addis Ababa,,Rnd2,28,2025-06-06T00:00:00Z,2025-06-10,2025-06-16,46,44,90,44,42,86,4,Fail,moderate,0,0,2,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0.04
ETH,CENTERAL ETHIOPIA,KEBENA SPECIAL WOREDA,Addis Ababa,,Rnd1,21,2025-02-22T00:00:00Z,2025-02-26,2025-02-28,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,CENTERAL ETHIOPIA,KEBENA SPECIAL WOREDA,Addis Ababa,,Rnd2,21,2025-05-30T00:00:00Z,2025-06-03,2025-06-08,34,26,60,34,25,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
ETH,CENTERAL ETHIOPIA,KEMBATA,Addis Ababa,,Rnd1,42,2025-02-24T00:00:00Z,2025-02-28,2025-03-03,66,54,120,60,50,110,10,Fail,poor,1,3,2,0,1,3,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,10,30,20,0,10,30,0,0.08
ETH,CENTERAL ETHIOPIA,KEMBATA,Addis Ababa,,Rnd2,42,2025-05-30T00:00:00Z,2025-06-03,2025-06-08,58,62,120,56,62,118,2,Pass,high,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
ETH,CENTERAL ETHIOPIA,MAREKO SP/WO,Addis Ababa,,Rnd1,21,2025-02-22T00:00:00Z,2025-02-26,2025-02-28,24,36,60,24,36,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,CENTERAL ETHIOPIA,MAREKO SP/WO,Addis Ababa,,Rnd2,21,2025-05-30T00:00:00Z,2025-06-03,2025-06-05,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,CENTERAL ETHIOPIA,SILTE,Addis Ababa,,Rnd1,85,2025-02-19T00:00:00Z,2025-02-23,2025-02-28,125,125,250,125,125,250,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,CENTERAL ETHIOPIA,SILTE,Addis Ababa,,Rnd2,84,2025-05-30T00:00:00Z,2025-06-03,2025-06-11,129,111,240,126,110,236,4,Fail,moderate,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0.02
ETH,CENTERAL ETHIOPIA,TEMBARO SW,Addis Ababa,,Rnd1,21,2025-02-24T00:00:00Z,2025-02-28,2025-03-02,27,33,60,26,31,57,3,Pass,high,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,33.33,0,0.05
ETH,CENTERAL ETHIOPIA,TEMBARO SW,Addis Ababa,,Rnd2,21,2025-05-31T00:00:00Z,2025-06-04,2025-06-08,35,25,60,34,25,59,1,Pass,high,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.02
ETH,CENTERAL ETHIOPIA,YEM,Addis Ababa,,Rnd1,21,2025-02-23T00:00:00Z,2025-02-27,2025-03-01,38,22,60,38,22,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,CENTERAL ETHIOPIA,YEM,Addis Ababa,,Rnd2,21,2025-05-30T00:00:00Z,2025-06-03,2025-06-06,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,CENTRAL ETHIOPIA,EAST GURAGE,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,42,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,62,58,120,62,58,120,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,CENTRAL ETHIOPIA,GURAGE,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,66,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,127,73,200,127,73,200,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,CENTRAL ETHIOPIA,HADIYA,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,107,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,166,144,310,163,141,304,6,Fail,moderate,0,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,16.67,16.67,0,0,0,0.02
ETH,CENTRAL ETHIOPIA,HALABA,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,21,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,CENTRAL ETHIOPIA,KEBENA SP WOREDA,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,21,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,42,18,60,42,18,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,CENTRAL ETHIOPIA,KEMBATA,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,64,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,113,77,190,110,77,187,3,Pass,high,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,0,0,33.33,0,0.02
ETH,CENTRAL ETHIOPIA,MAREKO SP WOREDA,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,21,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,CENTRAL ETHIOPIA,SILTE,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,89,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,139,111,250,139,111,250,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,CENTRAL ETHIOPIA,TEMBARO SW,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,21,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,27,33,60,25,31,56,4,Fail,moderate,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,25,0,0,50,0,0.07
ETH,CENTRAL ETHIOPIA,YEM,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,25,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,40,30,70,40,30,70,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,DIRE DAWA,DIRE DAWA,ADDIS ABABA,nOPV2,Rnd1,47,2021-10-21T00:00:00Z,2021-10-25,2022-04-20,65,65,130,56,60,116,14,Fail,poor,0,6,4,1,0,1,2,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,42.86,28.57,7.14,0,7.14,14.29,0.11
ETH,DIRE DAWA,DIRE DAWA,Addis Ababa,,Rnd0,42,2025-10-12T00:00:00Z,2025-10-16,2025-10-18,63,57,120,60,53,113,7,Fail,moderate,0,1,4,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,57.14,0,0,14.29,14.29,0.06
ETH,DIRE DAWA,DIRE DAWA,Addis Ababa,,Rnd1,42,2025-02-22T00:00:00Z,2025-02-26,2025-02-28,72,48,120,60,37,97,23,Fail,very poor,1,5,6,0,4,4,3,0,0,4,1,0,1,0,0,0,0,1,0,0,0,0,4.35,21.74,26.09,0,17.39,17.39,13.04,0.19
ETH,DIRE DAWA,DIRE DAWA,Addis Ababa,,Rnd2,42,2025-05-30T00:00:00Z,2025-06-03,2025-06-05,71,49,120,66,48,114,6,Fail,moderate,0,1,2,0,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16.67,33.33,0,0,33.33,16.67,0.05
