country,province,district,response,vaccine.type,roundNumber,numbercluster,round_start_date,start_date,end_date,male_sampled,female_sampled,total_sampled,male_vaccinated,female_vaccinated,total_vaccinated,total_missed,status,performance,r_non_compliance,r_house_not_visited,r_childabsent,r_Child_was_asleep,r_Child_is_a_visitor,r_Vaccinated_but_not_FM,other_r,percent_care_giver_informed_sia,abs_reason_other,abs_reason_travelled,abs_reason_farm,abs_reason_market,abs_reason_school,abs_reason_in_playground,nc_reason_no_felt_need,nc_reason_others,nc_reason_child_sick,nc_reason_vaccines_safety,nc_reason_religious_cultural,nc_reason_no_care_giver_consent,nc_reason_poliofree,nc_reason_too_many_rnd,prct_r_non_compliance,prct_r_house_not_visited,prct_r_childabsent,prct_r_Child_was_asleep,prct_r_Child_is_a_visitor,prct_r_Vaccinated_but_not_FM,prct_other_r,proportion_missed_child,nc_reason_covid_19,nc_reason_nopvconcern,year,missed_child,r_security,r_childnotborn,care_giver_informed_sia,tot_r,prct_r_childnotborn,prct_r_security
NIE,Sokoto,Tangaza,OBR_name,bOPV,Rnd10,12,2021-10-11,2021-10-15,2021-10-16,63,57,120,63,56,119,1,Pass,high,0,0,1,,,,0,100,,,,,,,,,,,,,,,0,0,100,,,,0,,,,2021,1,0,0,120,1,0,0
NIE,Sokoto,Tangaza,OBR_name,bOPV,Rnd11,6,2022-11-08,2022-11-12,2022-11-13,28,32,60,27,32,59,1,Pass,high,0,1,0,,,,0,98.33,,,,,,,,,,,,,,,0,100,0,,,,0,,,,2022,1,0,0,59,1,0,0
NIE,Sokoto,Tangaza,OBR_name,bOPV,Rnd3,9,2022-02-25,2022-03-01,2022-03-02,43,47,90,43,45,88,2,Pass,high,1,1,0,,,,0,100,,,,,,,,,,,,,,,50,50,0,,,,0,,,,2022,2,0,0,90,2,0,0
NIE,Sokoto,Tangaza,OBR_name,bOPV,Rnd4,3,2022-03-28,2022-04-01,2022-04-02,19,11,30,19,10,29,31,Fail,very poor,0,1,0,,,,30,100,,,,,,,,,,,,,,,0,3.23,0,,,,96.77,,,,2022,1,0,0,30,1,0,0
NIE,Sokoto,Tangaza,OBR_name,bOPV,,6,2021-12-10,2021-12-14,2021-12-15,27,33,60,26,33,59,1,Pass,high,0,0,1,,,,0,100,,,,,,,,,,,,,,,0,0,100,,,,0,,,,2021,1,0,0,60,1,0,0
NIE,Sokoto,Tureta,NGA-2021-013-1,bOPV,Rnd4,6,2021-04-11,2021-04-15,2021-04-16,27,33,60,26,33,59,1,Pass,high,0,0,1,,,,0,100,,,,,,,,,,,,,,,0,0,100,,,,0,,,,2021,1,0,0,60,1,0,0
NIE,Sokoto,Tureta,NGA-20DS-01-2020,bOPV,Rnd1,6,2020-01-13,2020-01-17,2020-01-18,25,35,60,23,35,58,2,Pass,high,0,0,2,,,,0,100,,,,,,,,,,,,,,,0,0,100,,,,0,,,,2020,2,0,0,60,2,0,0
NIE,Sokoto,Tureta,NGA-20DS-01-2020,bOPV,Rnd11,6,2020-11-22,2020-11-26,2020-11-27,29,31,60,29,31,60,0,Pass,high,0,0,0,,,,0,100,,,,,,,,,,,,,,,0,0,0,,,,0,,,,2020,0,0,0,60,0,0,0
NIE,Sokoto,Tureta,NGA-20DS-01-2020,bOPV,Rnd9,6,2020-09-15,2020-09-19,2020-09-20,33,27,60,33,26,59,1,Pass,high,0,0,0,,,,0,100,,,,,,,,,,,,,,,0,0,0,,,,0,,,,2020,1,0,1,60,1,100,0
NIE,Sokoto,Tureta,NGA-20DS-01-2020,bOPV,,6,2020-02-16,2020-02-20,2020-02-21,31,29,60,31,29,60,0,Pass,high,0,0,0,,,,0,100,,,,,,,,,,,,,,,0,0,0,,,,0,,,,2020,0,0,0,60,0,0,0
NIE,Sokoto,Tureta,NIE-2023-07-03_nOPV,fIPV+nOPV2,Rnd2,6,2023-07-20,2023-07-24,2023-07-25,36,24,60,27,17,44,16,Fail,poor,2,6,8,,,,0,100,,,,,,,,,,,,,,,12.5,37.5,50,,,,0,,,,2023,16,0,0,60,16,0,0
NIE,Sokoto,Tureta,NIE-2023-07-03_nOPV,nOPV2,Rnd3,6,2023-11-04,2023-11-08,2023-11-09,29,31,60,29,28,57,3,Pass,high,0,2,1,,,,0,98.33,,,,,,,,,,,,,,,0,66.67,33.33,,,,0,,,,2023,3,0,0,59,3,0,0
NIE,Sokoto,Tureta,NIE-2024-nOPV2,nOPV2,Rnd1,6,2024-03-02,2024-03-06,2024-03-07,22,38,60,18,32,50,10,Fail,poor,8,2,0,,,,0,100,,,,,,,,,,,,,,,80,20,0,,,,0,,,,2024,10,0,0,60,10,0,0
NIE,Sokoto,Tureta,NIE-2024-nOPV2,nOPV2,Rnd2,6,2024-04-20,2024-04-24,2024-04-25,20,40,60,20,38,58,2,Pass,high,1,0,1,,,,0,100,,,,,,,,,,,,,,,50,0,50,,,,0,,,,2024,2,0,0,60,2,0,0
NIE,Sokoto,Tureta,NIE-2024-nOPV2,nOPV2,Rnd3,11,2024-09-28,2024-10-02,2024-10-03,42,68,110,40,66,106,4,Fail,moderate,2,1,1,,,,0,98.18,,,,,,,,,,,,,,,50,25,25,,,,0,,,,2024,4,0,0,108,4,0,0
NIE,Sokoto,Tureta,NIE-2024-nOPV2,nOPV2,,7,2024-08-07,2024-08-11,2024-08-12,33,37,70,33,34,67,3,Pass,high,1,2,0,,,,0,98.57,,,,,,,,,,,,,,,33.33,66.67,0,,,,0,,,,2024,3,0,0,69,3,0,0
NIE,Sokoto,Tureta,NIE-2025-04-01_nOPV_NIDs,nOPV2,Rnd1,6,2025-04-22,2025-04-26,2025-04-27,27,33,60,27,31,58,2,Pass,high,0,2,0,,,,0,98.33,,,,,,,,,,,,,,,0,100,0,,,,0,,,,2025,2,0,0,59,2,0,0
NIE,Sokoto,Tureta,OBR_name,bOPV,Rnd5,6,2022-05-18,2022-05-22,2022-05-23,31,29,60,31,29,60,0,Pass,high,0,0,0,,,,0,100,,,,,,,,,,,,,,,0,0,0,,,,0,,,,2022,0,0,0,60,0,0,0
NIE,Sokoto,Tureta,OBR_name,nOPV2,,6,2025-12-09,2025-12-13,2025-12-14,26,34,60,26,34,60,0,Pass,high,0,0,0,,,,0,100,,,,,,,,,,,,,,,0,0,0,,,,0,,,,2025,0,0,0,60,0,0,0
NIE,Sokoto,Wamakko,NGA-2021-013-1,bOPV,Rnd3,6,2021-03-14,2021-03-18,2021-03-19,28,32,60,27,31,58,2,Pass,high,1,1,0,,,,0,98.33,,,,,,,,,,,,,,,50,50,0,,,,0,,,,2021,2,0,0,59,2,0,0
NIE,Sokoto,Wamakko,NGA-2021-013-1,bOPV,Rnd4,6,2021-04-11,2021-04-15,2021-04-16,27,33,60,26,33,59,1,Pass,high,0,0,1,,,,0,98.33,,,,,,,,,,,,,,,0,0,100,,,,0,,,,2021,1,0,0,59,1,0,0
NIE,Sokoto,Wamakko,NGA-2021-020-2,bOPV,Rnd9,6,2021-09-06,2021-09-10,2021-09-11,25,35,60,24,33,57,3,Pass,high,0,0,3,,,,0,100,,,,,,,,,,,,,,,0,0,100,,,,0,,,,2021,3,0,0,60,3,0,0
NIE,Sokoto,Wamakko,NGA-20DS-01-2020,bOPV,Rnd1,6,2020-01-13,2020-01-17,2020-01-18,32,28,60,29,28,57,3,Pass,high,1,0,2,,,,0,100,,,,,,,,,,,,,,,33.33,0,66.67,,,,0,,,,2020,3,0,0,60,3,0,0
NIE,Sokoto,Wamakko,NGA-20DS-01-2020,bOPV,Rnd9,6,2020-09-15,2020-09-19,2020-09-20,24,36,60,24,35,59,1,Pass,high,0,1,0,,,,0,98.33,,,,,,,,,,,,,,,0,100,0,,,,0,,,,2020,1,0,0,59,1,0,0
NIE,Sokoto,Wamakko,NGA-20DS-01-2020,bOPV,,6,2020-02-16,2020-02-20,2020-02-21,25,35,60,25,34,59,1,Pass,high,0,1,0,,,,0,100,,,,,,,,,,,,,,,0,100,0,,,,0,,,,2020,1,0,0,60,1,0,0
NIE,Sokoto,Wamakko,NIE-2023-07-03_nOPV,fIPV+nOPV2,Rnd2,6,2023-07-24,2023-07-28,2023-07-29,24,36,60,24,36,60,0,Pass,high,0,0,0,,,,0,100,,,,,,,,,,,,,,,0,0,0,,,,0,,,,2023,0,0,0,60,0,0,0
NIE,Sokoto,Wamakko,NIE-2023-07-03_nOPV,nOPV2,Rnd3,6,2023-11-04,2023-11-08,2023-11-09,29,31,60,29,31,60,0,Pass,high,0,0,0,,,,0,100,,,,,,,,,,,,,,,0,0,0,,,,0,,,,2023,0,0,0,60,0,0,0
NIE,Sokoto,Wamakko,NIE-2024-nOPV2,nOPV2,Rnd1,6,2024-03-02,2024-03-06,2024-03-07,29,31,60,17,22,39,21,Fail,very poor,6,12,3,,,,0,16.67,,,,,,,,,,,,,,,28.57,57.14,14.29,,,,0,,,,2024,21,0,0,10,21,0,0
NIE,Sokoto,Wamakko,NIE-2024-nOPV2,nOPV2,Rnd2,6,2024-04-20,2024-04-24,2024-04-25,29,31,60,28,30,58,2,Pass,high,2,0,0,,,,0,100,,,,,,,,,,,,,,,100,0,0,,,,0,,,,2024,2,0,0,60,2,0,0
NIE,Sokoto,Wamakko,NIE-2024-nOPV2,nOPV2,Rnd3,9,2024-09-28,2024-10-02,2024-10-03,42,48,90,42,48,90,0,Pass,high,0,0,0,,,,0,100,,,,,,,,,,,,,,,0,0,0,,,,0,,,,2024,0,0,0,90,0,0,0
NIE,Sokoto,Wamakko,NIE-2024-nOPV2,nOPV2,,9,2024-08-07,2024-08-11,2024-08-12,44,46,90,36,33,69,21,Fail,very poor,15,6,0,,,,0,98.89,,,,,,,,,,,,,,,71.43,28.57,0,,,,0,,,,2024,21,0,0,89,21,0,0
NIE,Sokoto,Wamakko,NIE-2025-04-01_nOPV_NIDs,nOPV2,Rnd1,6,2025-04-22,2025-04-26,2025-04-27,30,30,60,29,29,58,2,Pass,high,2,0,0,,,,0,93.33,,,,,,,,,,,,,,,100,0,0,,,,0,,,,2025,2,0,0,56,2,0,0
NIE,Sokoto,Wamakko,OBR_name,bOPV,Rnd1,6,2021-01-17,2021-01-21,2021-01-22,37,23,60,35,23,58,2,Pass,high,0,0,2,,,,0,100,,,,,,,,,,,,,,,0,0,100,,,,0,,,,2021,2,0,0,60,2,0,0
NIE,Sokoto,Wamakko,OBR_name,bOPV,Rnd10,12,2021-10-11,2021-10-15,2021-10-16,63,57,120,63,54,117,3,Pass,high,1,0,2,,,,0,100,,,,,,,,,,,,,,,33.33,0,66.67,,,,0,,,,2021,3,0,0,120,3,0,0
NIE,Sokoto,Wamakko,OBR_name,bOPV,Rnd11,6,2022-11-08,2022-11-12,2022-11-13,28,32,60,28,32,60,0,Pass,high,0,0,0,,,,0,100,,,,,,,,,,,,,,,0,0,0,,,,0,,,,2022,0,0,0,60,0,0,0
NIE,Sokoto,Wamakko,OBR_name,bOPV,Rnd3,8,2022-02-25,2022-03-01,2022-03-02,43,37,80,43,36,79,1,Pass,high,0,0,1,,,,0,100,,,,,,,,,,,,,,,0,0,100,,,,0,,,,2022,1,0,0,80,1,0,0
NIE,Sokoto,Wamakko,OBR_name,bOPV,Rnd4,3,2022-03-28,2022-04-01,2022-04-02,18,12,30,15,12,27,33,Fail,very poor,1,1,0,,,,30,100,,,,,,,,,,,,,,,3.03,3.03,0,,,,90.91,,,,2022,3,0,1,30,3,3.03,0
NIE,Sokoto,Wamakko,OBR_name,bOPV,Rnd5,6,2022-05-18,2022-05-22,2022-05-23,27,33,60,27,33,60,0,Pass,high,0,0,0,,,,0,100,,,,,,,,,,,,,,,0,0,0,,,,0,,,,2022,0,0,0,60,0,0,0
NIE,Sokoto,Wamakko,OBR_name,bOPV,,7,2021-12-10,2021-12-14,2021-12-15,36,34,70,34,32,66,4,Fail,moderate,3,1,0,,,,0,100,,,,,,,,,,,,,,,75,25,0,,,,0,,,,2021,4,0,0,70,4,0,0
NIE,Sokoto,Wurno,NGA-2021-013-1,bOPV,Rnd3,6,2021-03-14,2021-03-18,2021-03-19,30,30,60,29,29,58,2,Pass,high,0,2,0,,,,0,100,,,,,,,,,,,,,,,0,100,0,,,,0,,,,2021,2,0,0,60,2,0,0
NIE,Sokoto,Wurno,NGA-2021-013-1,bOPV,Rnd4,6,2021-04-11,2021-04-15,2021-04-16,28,32,60,20,28,48,12,Fail,poor,6,6,0,,,,0,91.67,,,,,,,,,,,,,,,50,50,0,,,,0,,,,2021,12,0,0,55,12,0,0
NIE,Sokoto,Wurno,NGA-2021-020-2,bOPV,Rnd9,6,2021-09-07,2021-09-11,2021-09-12,30,30,60,30,30,60,0,Pass,high,0,0,0,,,,0,100,,,,,,,,,,,,,,,0,0,0,,,,0,,,,2021,0,0,0,60,0,0,0
NIE,Sokoto,Wurno,NGA-20DS-01-2020,bOPV,Rnd1,6,2020-01-13,2020-01-17,2020-01-18,32,28,60,30,27,57,3,Pass,high,2,0,1,,,,0,73.33,,,,,,,,,,,,,,,66.67,0,33.33,,,,0,,,,2020,3,0,0,44,3,0,0
NIE,Sokoto,Wurno,NGA-20DS-01-2020,bOPV,Rnd11,6,2020-11-22,2020-11-26,2020-11-27,29,31,60,29,30,59,1,Pass,high,1,0,0,,,,0,100,,,,,,,,,,,,,,,100,0,0,,,,0,,,,2020,1,0,0,60,1,0,0
NIE,Sokoto,Wurno,NGA-20DS-01-2020,bOPV,,6,2020-02-16,2020-02-20,2020-02-21,31,29,60,30,28,58,2,Pass,high,0,0,2,,,,0,100,,,,,,,,,,,,,,,0,0,100,,,,0,,,,2020,2,0,0,60,2,0,0
NIE,Sokoto,Wurno,NIE-2023-07-03_nOPV,fIPV+nOPV2,Rnd2,6,2023-07-24,2023-07-28,2023-07-29,33,27,60,33,27,60,0,Pass,high,0,0,0,,,,0,100,,,,,,,,,,,,,,,0,0,0,,,,0,,,,2023,0,0,0,60,0,0,0
NIE,Sokoto,Wurno,NIE-2023-07-03_nOPV,nOPV2,Rnd3,6,2023-11-04,2023-11-08,2023-11-09,30,30,60,28,30,58,2,Pass,high,2,0,0,,,,0,100,,,,,,,,,,,,,,,100,0,0,,,,0,,,,2023,2,0,0,60,2,0,0
NIE,Sokoto,Wurno,NIE-2024-nOPV2,nOPV2,Rnd1,6,2024-03-02,2024-03-06,2024-03-07,26,34,60,23,26,49,11,Fail,poor,11,0,0,,,,0,100,,,,,,,,,,,,,,,100,0,0,,,,0,,,,2024,11,0,0,60,11,0,0
NIE,Sokoto,Wurno,NIE-2024-nOPV2,nOPV2,Rnd2,6,2024-04-20,2024-04-24,2024-04-25,31,29,60,31,29,60,0,Pass,high,0,0,0,,,,0,100,,,,,,,,,,,,,,,0,0,0,,,,0,,,,2024,0,0,0,60,0,0,0
NIE,Sokoto,Wurno,NIE-2024-nOPV2,nOPV2,Rnd3,10,2024-09-28,2024-10-02,2024-10-03,49,51,100,49,51,100,0,Pass,high,0,0,0,,,,0,97,,,,,,,,,,,,,,,0,0,0,,,,0,,,,2024,0,0,0,97,0,0,0
NIE,Sokoto,Wurno,NIE-2024-nOPV2,nOPV2,Rnd4,2,2024-11-02,2024-11-06,2024-11-07,11,9,20,11,9,20,40,Fail,very poor,0,0,0,,,,40,100,,,,,,,,,,,,,,,0,0,0,,,,100,,,,2024,0,0,0,20,0,0,0
NIE,Sokoto,Wurno,NIE-2024-nOPV2,nOPV2,,6,2024-12-02,2024-12-06,2024-12-07,28,32,60,22,24,46,14,Fail,poor,6,0,8,,,,0,68.33,,,,,,,,,,,,,,,42.86,0,57.14,,,,0,,,,2024,14,0,0,41,14,0,0
NIE,Sokoto,Wurno,NIE-2025-04-01_nOPV_NIDs,nOPV2,Rnd1,6,2025-04-22,2025-04-26,2025-04-27,27,33,60,27,31,58,2,Pass,high,1,0,1,,,,0,100,,,,,,,,,,,,,,,50,0,50,,,,0,,,,2025,2,0,0,60,2,0,0
NIE,Sokoto,Wurno,NIE-2025-04-01_nOPV_NIDs,nOPV2,Rnd2,6,2025-06-16,2025-06-20,2025-06-21,34,26,60,30,23,53,7,Fail,moderate,3,3,1,,,,0,70,,,,,,,,,,,,,,,42.86,42.86,14.29,,,,0,,,,2025,7,0,0,42,7,0,0
NIE,Sokoto,Wurno,OBR_name,bOPV,Rnd10,12,2021-10-11,2021-10-15,2021-10-16,68,52,120,67,52,119,1,Pass,high,1,0,0,,,,0,100,,,,,,,,,,,,,,,100,0,0,,,,0,,,,2021,1,0,0,120,1,0,0
NIE,Sokoto,Wurno,OBR_name,bOPV,Rnd11,6,2022-11-07,2022-11-11,2022-11-12,34,26,60,34,26,60,0,Pass,high,0,0,0,,,,0,100,,,,,,,,,,,,,,,0,0,0,,,,0,,,,2022,0,0,0,60,0,0,0
NIE,Sokoto,Wurno,OBR_name,bOPV,Rnd3,8,2022-02-25,2022-03-01,2022-03-02,40,40,80,40,36,76,4,Fail,moderate,0,3,1,,,,0,95,,,,,,,,,,,,,,,0,75,25,,,,0,,,,2022,4,0,0,76,4,0,0
NIE,Sokoto,Wurno,OBR_name,bOPV,Rnd4,4,2022-03-28,2022-04-01,2022-04-02,19,21,40,13,17,30,30,Fail,very poor,2,4,0,,,,20,75,,,,,,,,,,,,,,,6.67,13.33,0,,,,66.67,,,,2022,10,4,0,30,10,0,13.33
NIE,Sokoto,Wurno,OBR_name,bOPV,Rnd5,6,2022-05-18,2022-05-22,2022-05-23,29,31,60,29,28,57,3,Pass,high,1,2,0,,,,0,100,,,,,,,,,,,,,,,33.33,66.67,0,,,,0,,,,2022,3,0,0,60,3,0,0
NIE,Sokoto,Wurno,OBR_name,bOPV,,6,2021-12-09,2021-12-13,2021-12-14,27,33,60,26,32,58,2,Pass,high,0,0,2,,,,0,96.67,,,,,,,,,,,,,,,0,0,100,,,,0,,,,2021,2,0,0,58,2,0,0
NIE,Sokoto,Yabo,NGA-2021-013-1,bOPV,Rnd3,6,2021-03-14,2021-03-18,2021-03-19,27,33,60,27,32,59,1,Pass,high,0,0,1,,,,0,100,,,,,,,,,,,,,,,0,0,100,,,,0,,,,2021,1,0,0,60,1,0,0
NIE,Sokoto,Yabo,NGA-2021-013-1,bOPV,Rnd4,6,2021-04-11,2021-04-15,2021-04-16,27,33,60,26,33,59,1,Pass,high,0,0,1,,,,0,11.67,,,,,,,,,,,,,,,0,0,100,,,,0,,,,2021,1,0,0,7,1,0,0
NIE,Sokoto,Yabo,NGA-2021-020-2,bOPV,Rnd9,6,2021-09-06,2021-09-10,2021-09-11,37,23,60,36,23,59,1,Pass,high,0,1,0,,,,0,0,,,,,,,,,,,,,,,0,100,0,,,,0,,,,2021,1,0,0,0,1,0,0
NIE,Sokoto,Yabo,NGA-20DS-01-2020,bOPV,Rnd1,6,2020-01-13,2020-01-17,2020-01-18,32,28,60,31,28,59,1,Pass,high,0,0,1,,,,0,100,,,,,,,,,,,,,,,0,0,100,,,,0,,,,2020,1,0,0,60,1,0,0
NIE,Sokoto,Yabo,NGA-20DS-01-2020,bOPV,Rnd11,6,2020-11-22,2020-11-26,2020-11-27,32,28,60,32,27,59,1,Pass,high,0,0,1,,,,0,100,,,,,,,,,,,,,,,0,0,100,,,,0,,,,2020,1,0,0,60,1,0,0
NIE,Sokoto,Yabo,NIE-2023-07-03_nOPV,fIPV+nOPV2,Rnd2,6,2023-07-25,2023-07-29,2023-07-30,28,32,60,28,32,60,0,Pass,high,0,0,0,,,,0,100,,,,,,,,,,,,,,,0,0,0,,,,0,,,,2023,0,0,0,60,0,0,0
NIE,Sokoto,Yabo,NIE-2023-07-03_nOPV,nOPV2,Rnd3,6,2023-11-04,2023-11-08,2023-11-09,32,28,60,32,28,60,0,Pass,high,0,0,0,,,,0,100,,,,,,,,,,,,,,,0,0,0,,,,0,,,,2023,0,0,0,60,0,0,0
NIE,Sokoto,Yabo,NIE-2024-nOPV2,nOPV2,Rnd1,6,2024-03-02,2024-03-06,2024-03-07,37,23,60,37,23,60,0,Pass,high,0,0,0,,,,0,100,,,,,,,,,,,,,,,0,0,0,,,,0,,,,2024,0,0,0,60,0,0,0
NIE,Sokoto,Yabo,NIE-2024-nOPV2,nOPV2,Rnd2,6,2024-04-20,2024-04-24,2024-04-25,36,24,60,36,24,60,0,Pass,high,0,0,0,,,,0,100,,,,,,,,,,,,,,,0,0,0,,,,0,,,,2024,0,0,0,60,0,0,0
NIE,Sokoto,Yabo,NIE-2024-nOPV2,nOPV2,Rnd3,5,2024-09-28,2024-10-02,2024-10-03,18,32,50,12,27,39,21,Fail,very poor,0,8,3,,,,10,100,,,,,,,,,,,,,,,0,38.1,14.29,,,,47.62,,,,2024,11,0,0,50,11,0,0
NIE,Sokoto,Yabo,NIE-2024-nOPV2,nOPV2,,7,2024-08-07,2024-08-11,2024-08-12,37,33,70,28,28,56,14,Fail,poor,1,9,4,,,,0,100,,,,,,,,,,,,,,,7.14,64.29,28.57,,,,0,,,,2024,14,0,0,70,14,0,0
NIE,Sokoto,Yabo,NIE-2025-04-01_nOPV_NIDs,nOPV2,Rnd1,6,2025-04-22,2025-04-26,2025-04-27,28,32,60,27,32,59,1,Pass,high,0,0,1,,,,0,100,,,,,,,,,,,,,,,0,0,100,,,,0,,,,2025,1,0,0,60,1,0,0
NIE,Sokoto,Yabo,NIE-2025-04-01_nOPV_NIDs,nOPV2,Rnd2,6,2025-06-16,2025-06-20,2025-06-21,35,25,60,35,25,60,0,Pass,high,0,0,0,,,,0,100,,,,,,,,,,,,,,,0,0,0,,,,0,,,,2025,0,0,0,60,0,0,0
NIE,Sokoto,Yabo,OBR_name,bOPV,Rnd1,6,2021-01-17,2021-01-21,2021-01-22,32,28,60,31,28,59,1,Pass,high,0,0,1,,,,0,100,,,,,,,,,,,,,,,0,0,100,,,,0,,,,2021,1,0,0,60,1,0,0
NIE,Sokoto,Yabo,OBR_name,bOPV,Rnd10,12,2021-10-11,2021-10-15,2021-10-16,55,65,120,53,64,117,3,Pass,high,0,1,2,,,,0,81.67,,,,,,,,,,,,,,,0,33.33,66.67,,,,0,,,,2021,3,0,0,98,3,0,0
NIE,Sokoto,Yabo,OBR_name,bOPV,Rnd11,6,2022-11-07,2022-11-11,2022-11-12,22,38,60,22,38,60,0,Pass,high,0,0,0,,,,0,100,,,,,,,,,,,,,,,0,0,0,,,,0,,,,2022,0,0,0,60,0,0,0
NIE,Sokoto,Yabo,OBR_name,bOPV,Rnd3,9,2022-02-25,2022-03-01,2022-03-02,48,42,90,48,41,89,1,Pass,high,0,1,0,,,,0,100,,,,,,,,,,,,,,,0,100,0,,,,0,,,,2022,1,0,0,90,1,0,0
NIE,Sokoto,Yabo,OBR_name,bOPV,Rnd4,3,2022-03-28,2022-04-01,2022-04-02,14,16,30,14,16,30,30,Fail,very poor,0,0,0,,,,30,100,,,,,,,,,,,,,,,0,0,0,,,,100,,,,2022,0,0,0,30,0,0,0
NIE,Sokoto,Yabo,OBR_name,bOPV,Rnd5,6,2022-05-18,2022-05-22,2022-05-23,30,30,60,24,25,49,11,Fail,poor,11,0,0,,,,0,100,,,,,,,,,,,,,,,100,0,0,,,,0,,,,2022,11,0,0,60,11,0,0
NIE,Sokoto,Yabo,OBR_name,bOPV,,6,2021-12-10,2021-12-14,2021-12-15,28,32,60,28,31,59,1,Pass,high,0,0,1,,,,0,100,,,,,,,,,,,,,,,0,0,100,,,,0,,,,2021,1,0,0,60,1,0,0
NIE,Taraba,Ardo-Kola,NGA-2021-020-2,bOPV,Rnd9,6,2021-09-12,2021-09-16,2021-09-17,29,31,60,29,31,60,0,Pass,high,0,0,0,,,,0,100,,,,,,,,,,,,,,,0,0,0,,,,0,,,,2021,0,0,0,60,0,0,0
NIE,Taraba,Ardo-Kola,NGA-20DS-01-2020,bOPV,,6,2020-02-16,2020-02-20,2020-02-21,35,25,60,32,21,53,7,Fail,moderate,0,4,3,,,,0,26.67,,,,,,,,,,,,,,,0,57.14,42.86,,,,0,,,,2020,7,0,0,16,7,0,0
NIE,Taraba,Ardo-Kola,NIE-2023-07-03_nOPV,nOPV2,Rnd3,6,2023-11-04,2023-11-08,2023-11-09,33,27,60,25,16,41,19,Fail,poor,0,17,2,,,,0,66.67,,,,,,,,,,,,,,,0,89.47,10.53,,,,0,,,,2023,19,0,0,40,19,0,0
NIE,Taraba,Ardo-Kola,NIE-2023-07-03_nOPV,nOPV2,Rnd4,6,2023-12-14,2023-12-18,2023-12-19,29,31,60,28,29,57,3,Pass,high,2,0,1,,,,0,81.67,,,,,,,,,,,,,,,66.67,0,33.33,,,,0,,,,2023,3,0,0,49,3,0,0
NIE,Taraba,Ardo-Kola,NIE-2024-nOPV2,nOPV2,Rnd1,6,2024-03-02,2024-03-06,2024-03-07,34,26,60,34,26,60,0,Pass,high,0,0,0,,,,0,100,,,,,,,,,,,,,,,0,0,0,,,,0,,,,2024,0,0,0,60,0,0,0
NIE,Taraba,Ardo-Kola,NIE-2024-nOPV2,nOPV2,Rnd2,6,2024-04-20,2024-04-24,2024-04-25,31,29,60,30,26,56,4,Fail,moderate,3,0,0,,,,0,93.33,,,,,,,,,,,,,,,75,0,0,,,,0,,,,2024,4,1,0,56,4,0,25
NIE,Taraba,Ardo-Kola,NIE-2024-nOPV2,nOPV2,Rnd3,3,2024-09-28,2024-10-02,2024-10-03,19,11,30,19,11,30,30,Fail,very poor,0,0,0,,,,30,100,,,,,,,,,,,,,,,0,0,0,,,,100,,,,2024,0,0,0,30,0,0,0
NIE,Taraba,Ardo-Kola,NIE-2024-nOPV2,nOPV2,,3,2024-08-07,2024-08-11,2024-08-12,19,11,30,19,11,30,30,Fail,very poor,0,0,0,,,,30,100,,,,,,,,,,,,,,,0,0,0,,,,100,,,,2024,0,0,0,30,0,0,0
NIE,Taraba,Ardo-Kola,NIE-2025-04-01_nOPV_NIDs,nOPV2,Rnd1,6,2025-04-22,2025-04-26,2025-04-27,28,32,60,28,32,60,0,Pass,high,0,0,0,,,,0,100,,,,,,,,,,,,,,,0,0,0,,,,0,,,,2025,0,0,0,60,0,0,0
NIE,Taraba,Ardo-Kola,NIE-2025-04-01_nOPV_NIDs,nOPV2,Rnd2,6,2025-06-10,2025-06-14,2025-06-15,36,24,60,36,24,60,0,Pass,high,0,0,0,,,,0,98.33,,,,,,,,,,,,,,,0,0,0,,,,0,,,,2025,0,0,0,59,0,0,0
NIE,Taraba,Ardo-Kola,OBR_name,bOPV,Rnd1,6,2022-01-23,2022-01-27,2022-01-28,35,25,60,35,25,60,0,Pass,high,0,0,0,,,,0,98.33,,,,,,,,,,,,,,,0,0,0,,,,0,,,,2022,0,0,0,59,0,0,0
NIE,Taraba,Ardo-Kola,OBR_name,bOPV,Rnd10,12,2021-10-16,2021-10-20,2021-10-21,59,61,120,58,58,116,4,Fail,moderate,1,1,0,,,,0,74.17,,,,,,,,,,,,,,,25,25,0,,,,0,,,,2021,4,2,0,89,4,0,50
NIE,Taraba,Ardo-Kola,OBR_name,bOPV,Rnd3,6,2022-02-27,2022-03-03,2022-03-04,34,26,60,33,26,59,1,Pass,high,1,0,0,,,,0,96.67,,,,,,,,,,,,,,,100,0,0,,,,0,,,,2022,1,0,0,58,1,0,0
NIE,Taraba,Ardo-Kola,OBR_name,bOPV,Rnd9,6,2022-09-04,2022-09-08,2022-09-09,27,33,60,23,31,54,6,Fail,moderate,2,4,0,,,,0,58.33,,,,,,,,,,,,,,,33.33,66.67,0,,,,0,,,,2022,6,0,0,35,6,0,0
NIE,Taraba,Ardo-Kola,OBR_name,bOPV,,6,2021-08-15,2021-08-19,2021-08-20,30,30,60,28,28,56,4,Fail,moderate,2,0,2,,,,0,100,,,,,,,,,,,,,,,50,0,50,,,,0,,,,2021,4,0,0,60,4,0,0
